Gene names,Systematic Name,Full Name,Uniprot ID,Zn Protein?,Zap1 Protein?,Unique sequence coverage [%],Log 2 LFQ intensity WT 0 hr 1,Log 2 LFQ intensity WT 0 hr 2,Log 2 LFQ intensity WT 0 hr 3,Log 2 LFQ intensity WT 0 hr 4,WT 0 CV (%),Log 2 LFQ intensity WT 4 hr 1,Log 2 LFQ intensity WT 4 hr 2,Log 2 LFQ intensity WT 4 hr 3,Log 2 LFQ intensity WT 4 hr 4,CV WT 4 (%),Log 2 LFQ intensity WT 8 hr 1,Log 2 LFQ intensity WT 8 hr 2,Log 2 LFQ intensity WT 8 hr 3,Log 2 LFQ intensity WT 8 hr 4,CV WT 8 (%),Log 2 LFQ intensity WT 12 hr 1,Log 2 LFQ intensity WT 12 hr 2,Log 2 LFQ intensity WT 12 hr 3,Log 2 LFQ intensity WT 12 hr 4,CV WT 12 (%),Log 2 LFQ intensity WT 16 hr 1,Log 2 LFQ intensity WT 16 hr 3,Log 2 LFQ intensity WT 16 hr 4,CV WT 16 (%),Fold Change 4 hrs,p-value 4 hrs,Fold Change 8 hrs,p-value 8 hrs,Fold Change 12 hrs,p-value 12 hrs,Fold Change 16 hrs,p-value 16 hrs,Copy number WT 0 hr 1,Copy number WT 0 hr 2,Copy number WT 0 hr 3,Concentration [nM] WT 0 hr 4,Copy number WT 4 hr 1,Copy number WT 4 hr 2,Copy number WT 4 hr 3,Copy number WT 4 hr 4,Copy number WT 8 hr 1,Copy number WT 8 hr 2,Copy number WT 8 hr 3,Copy number WT 8 hr 4,Copy number WT 12 hr 1,Copy number WT 12 hr 2,Copy number WT 12 hr 3,Copy number WT 12 hr 4,Copy number WT 16 hr 1,Copy number WT 16 hr 3,Copy number WT 16 hr 4,Average Copy Number 0 hr,Average Copy Number 4 hr,Average Copy Number 8 hr,Average Copy Number 12 hr,Average Copy Number 16 hr,,
LAT1,YNL071W,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",P12695,No,No,57.5,31.23534932,31.08916814,31.28504625,30.88750902,11.99634576,31.23494978,31.1969492,31.08657649,31.22705054,4.653953265,31.13864392,30.93606996,31.21529361,31.10455854,7.987003241,31.19060561,31.05523735,31.06483924,31.130075,4.40548349,31.27741731,31.23197833,31.22682093,1.940127556,0.062113322,0.539735398,-0.025626676,0.818533339,-0.014078881,0.886580144,0.121137343,0.306476626,21812,19711,22577,1161,21806,21239,19675,21687,20398,17726,21511,19922,21146,19252,19381,20277,22458,21762,21684,16315,21102,19889,20014,21968,,
LAS17,YOR181W,Proline-rich protein LAS17,Q12446,No,No,22.4,27.68612208,28.12139313,28.1419964,27.81286611,15.48382143,28.05019824,27.67337259,28.1886735,27.86455098,15.32872562,28.05206567,28.33849634,28.05842788,28.43041778,13.46273843,27.9454216,28.30890926,27.94547741,28.42221892,17.1357435,27.36327509,27.65969316,27.67343999,11.69663323,0.003604401,0.982696066,0.279257489,0.11032103,0.214912371,0.247151532,-0.375125011,0.064391302,1429,1932,1960,106,1839,1416,2024,1617,1841,2246,1850,2394,1710,2200,1710,2380,1142,1403,1416,1357,1724,2083,2000,1321,,
LAP3,YNL239W,"Cysteine proteinase 1, mitochondrial",Q01532-2,No,Yes,72.5,31.09314138,30.82190886,30.73157864,30.54120904,16.19605749,31.70400687,32.26139293,31.99624398,32.09323585,15.69986731,32.51725881,32.36882648,32.75690503,32.51751695,11.38042577,32.49783671,32.48459782,32.65855301,32.62933978,6.180576612,32.85292605,32.83548806,32.6348882,8.190430797,1.216760427,0.000306174,1.743167338,1.64361E-05,1.770622349,7.0742E-06,1.977474623,4.18136E-05,19662,16292,15303,908,30027,44188,36770,39327,52763,47605,62298,52773,52058,51582,58192,57026,66585,65785,57246,13041,37578,53860,54714,63205,,
LAG1,YHL003C,Sphingosine N-acyltransferase LAG1,P38703,No,No,13.4,,,27.03044286,27.29561565,12.96042248,,,,27.07183598,,,,27.26463445,26.75442616,24.74938145,,,27.31768973,27.20144329,5.694495082,26.53540259,26.9821791,26.36457807,22.89867691,-0.091193279,,-0.153498952,0.646803436,0.096537254,0.573504683,-0.53564267,0.128908526,,,1265,103,,,,1302,,,1488,1045,,,1544,1424,897,1223,797,684,1302,1266,1484,973,,
LAC1,YKL008C,Sphingosine N-acyltransferase LAC1,P28496,No,No,10.3,,27.88157032,28.57791126,27.77618019,32.12617783,27.89585167,27.9881521,27.87865024,27.37169025,17.59729051,28.43757855,28.16466092,28.0449982,27.95809201,15.01721421,28.04124254,27.75525425,27.76825016,28.00987952,10.58052603,27.56659737,27.60540763,,1.902088815,-0.294967861,0.32017463,0.072778498,0.777502042,-0.184897306,0.456231879,-0.492551428,0.226929836,,2257,3657,142,2279,2430,2252,1585,3318,2746,2527,2380,2521,2068,2086,2467,1814,1864,,2018,2136,2743,2285,1839,,
LAA1,YJL207C,AP-1 accessory protein LAA1,P39526,No,No,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KTR6,YPL053C,Mannosyltransferase KTR6,P54070,No,No,11.7,25.11541234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,,,,,,,,,,,,,,,,,,,312,,,,,,
KTR4,YBR199W,Probable mannosyltransferase KTR4,P38131,No,No,27.2,25.8339075,,26.19151893,25.83438984,14.8383669,,,26.73182138,,,,,26.01235413,,,,,,26.5307078,,26.29820552,26.74675971,25.94507549,28.02138298,0.778549286,,0.059082036,,0.577435711,,0.376741483,0.222044152,490,,628,33,,,913,,,,555,,,,,795,676,923,529,384,913,555,795,710,,
KTR3,YBR205W,Probable mannosyltransferase KTR3,P38130,No,No,46.8,27.95687427,28.50058869,28.35422207,28.33794367,15.18171038,28.58674148,28.69172297,28.67009999,28.3393037,10.69819209,28.93935274,28.72591945,28.87584139,28.63048155,9.671731715,28.21567548,28.74197954,28.79516637,28.38525076,18.996804,28.34980069,28.51570429,28.28029672,8.504915588,0.284559861,0.090904772,0.505491607,0.00978736,0.247110862,0.222945809,0.094526727,0.554382703,2453,3576,3231,216,3796,4083,4022,3198,4847,4181,4638,3913,2935,4227,4386,3301,3221,3614,3070,2369,3775,4395,3712,3301,,
KTR1,YOR099W,"Alpha-1,2 mannosyltransferase KTR1",P27810,No,No,50.4,28.28126999,28.33705045,28.46216998,28.53326509,7.977904531,28.77382462,28.92226821,28.81875872,28.86917779,4.445752797,28.93466478,28.90973559,29.3751545,28.7504383,19.73526083,28.26123038,28.63148799,28.7829116,28.88634649,17.84878216,28.56521774,28.67643604,28.2905274,13.37381487,0.442568456,0.000525134,0.589059416,0.006786531,0.237055239,0.1612988,0.107288177,0.403469728,3169,3294,3593,256,4459,4942,4600,4763,4985,4899,6765,4387,3125,4040,4487,4820,3859,4168,3190,2578,4691,5259,4118,3739,,
KTI12,YKL110C,Protein KTI12,P34253,No,No,41.5,26.47198337,27.84445791,27.59006571,27.29710364,35.93562119,,26.70358616,27.36586319,26.89168638,24.52221885,,26.56956998,26.95149283,26.32723122,22.18516104,27.14180156,26.76787145,27.11088056,25.4655679,41.65945923,27.64910791,27.31527286,26.52657983,36.33646853,-0.313857417,0.456753679,-0.684804646,0.134660042,-0.67937229,0.218577784,-0.137249123,0.772338664,1178,3050,2557,141,,1383,2189,1576,,1261,1643,1066,1874,1446,1835,586,2664,2114,1224,1732,1716,1323,1435,2001,,
KSP1,YHR082C,Serine/threonine-protein kinase KSP1,P38691,No,No,15,26.58591818,,,26.6719565,4.21573896,26.84780634,26.57974637,26.49216126,26.5152832,11.87647787,27.10589508,26.92512972,,26.86973672,8.715197173,26.52083769,,26.67505661,26.84337997,11.19170349,,,,,-0.02018805,0.880013058,0.337983168,0.040425116,0.050820751,0.710394395,,,385,,,28,461,383,360,366,552,487,,468,368,,409,460,,,,206,393,502,412,,,
KRS1,YDR037W,"Lysine--tRNA ligase, cytoplasmic",P15180,No,No,74.8,32.74149744,32.90913471,32.88285328,32.65091461,8.344573629,31.96051061,32.31367919,32.22920136,32.21575647,10.14424667,31.81436444,31.75262501,31.96897825,31.86193632,6.398078908,31.90820429,31.91252925,31.89630652,31.98158724,2.705487978,31.84172407,32.06294327,31.85154916,8.866722299,-0.616313102,0.000732965,-0.946624006,1.64309E-05,-0.871443185,9.55405E-06,-0.877361175,0.000236726,47242,53063,52105,3005,27494,35119,33122,32815,24845,23804,27655,25678,26515,26594,26297,27898,25321,29517,25494,38854,32137,25496,26826,26777,,
KRR1,YCL059C,KRR1 small subunit processome component,P25586,No,No,52.8,29.55283292,29.4054975,29.39247492,29.36118453,6.058524932,28.5817946,28.95823033,28.73682878,28.83749705,10.9517068,28.77862592,29.174933,28.77906445,29.15433933,15.36321157,28.80504344,28.85537143,29.29199869,28.7674295,18.19809786,28.72731604,28.58734971,28.58175869,5.80706603,-0.64940978,0.000367446,-0.456256795,0.008723659,-0.498036702,0.008428247,-0.795855988,6.09113E-05,9476,8556,8479,562,4834,6275,5382,5771,5541,7292,5542,7189,5643,5843,7909,5498,5347,4853,4834,6768,5566,6391,6223,5011,,
KRI1,YNL308C,Protein KRI1,P42846,No,No,31.5,28.64058343,28.64540183,28.71469778,28.4541501,7.521584929,28.02791477,27.95582175,27.95526749,27.79581663,6.650953529,28.29232788,28.01440951,27.91974197,28.21326682,11.89726108,28.25786322,28.31566156,28.32795928,28.41300476,4.467697062,28.23471001,28.30882249,28.11857416,6.595792977,-0.680003126,9.56945E-05,-0.503771738,0.002699671,-0.28508608,0.004419631,-0.393006068,0.004585091,2725,2734,2869,162,1782,1695,1695,1517,2141,1766,1654,2027,2090,2176,2194,2328,2057,2165,1898,2123,1672,1897,2197,2040,,
KRE6,YPR159W,Beta-glucan synthesis-associated protein KRE6,P32486,No,No,25,27.52305352,28.03815768,27.77743493,27.83321989,14.49925222,28.01563283,28.0870952,28.04520657,28.16470887,4.530816792,28.10274537,28.16057961,28.05739529,27.81714293,10.0332102,27.69391738,27.84941799,27.92246672,27.84236118,6.519536755,27.23790373,27.8499548,27.61645742,20.76732929,0.285194362,0.042149748,0.241499294,0.112837914,0.034074314,0.779459542,-0.224861186,0.30079509,1076,1538,1284,90,1514,1591,1546,1679,1608,1674,1559,1320,1212,1349,1420,1343,883,1350,1148,997,1583,1540,1331,1127,,
KRE5,YOR336W,Killer toxin-resistance protein 5,P22023,No,No,25.1,27.62721447,,28.05796331,27.52753463,20.3586368,27.62477672,28.31051363,27.50134824,28.03836703,26.16388381,28.46037428,28.32628848,28.88864158,28.508393,17.63446965,28.69736849,28.24295361,28.73476331,28.5805732,14.57208172,28.42914102,28.64526438,28.03317663,20.75087446,0.131180603,0.634739086,0.808353532,0.00936498,0.826343849,0.007355601,0.631623207,0.059483448,592,,798,37,591,951,543,788,1055,962,1420,1091,1244,908,1276,1147,1033,1200,785,476,718,1132,1144,1006,,
KRE33,YNL132W,UPF0202 protein KRE33,P53914,No,No,28.2,29.09856012,28.9560434,29.33404774,29.16612258,10.9374376,28.66888352,28.40665345,28.53363641,28.52622908,7.458807798,28.46493724,28.43053741,28.1356995,28.30704248,10.05209967,28.5347498,28.54303607,28.33845383,28.45736341,6.444941397,28.61463336,28.59662018,28.69935577,3.83837319,-0.604842843,0.000705951,-0.804139299,0.000304949,-0.670292683,0.000334186,-0.50182369,0.003474522,2153,1951,2535,153,1599,1333,1456,1448,1388,1355,1105,1244,1457,1465,1271,1381,1540,1521,1633,1698,1459,1273,1394,1564,,
KRE2,YDR483W,Glycolipid 2-alpha-mannosyltransferase,P27809,No,No,32.1,28.33615668,28.1116269,28.37575523,28.04478981,11.26931383,28.11847514,28.37227166,27.88779951,28.35502068,15.29054016,28.48154571,28.02252783,27.93814711,28.19422722,17.25085204,27.78593831,28.34823945,27.91587309,28.28290538,18.77401362,27.98353877,28.35182357,28.0084376,14.79135743,-0.033690406,0.818475216,-0.057970186,0.703449291,-0.1338431,0.434518387,-0.102482174,0.493172034,2948,2523,3030,163,2535,3023,2161,2987,3261,2372,2238,2672,2014,2973,2203,2842,2309,2981,2349,2166,2677,2636,2508,2546,,
KOG1,YHR186C,Target of rapamycin complex 1 subunit KOG1,P38873,No,No,11.6,,27.34163826,,27.23927031,5.015247025,27.281889,27.29061528,,,0.427698618,,26.63934181,27.15344565,,24.93442217,26.07651226,,26.4856355,26.10611481,16.44943534,26.51752258,25.93397856,26.5920637,23.055875,-0.004202143,0.94225368,-0.394060552,0.271599268,-1.067700093,0.008743041,-0.942599336,0.040215659,,428,,27,411,413,,,,263,376,,178,,237,182,242,161,255,228,412,319,199,219,,
KIN4,YOR233W,Serine/threonine-protein kinase KIN4,Q01919,No,No,14,,25.21711875,25.42844631,,10.33929736,,,25.70104941,,,,,,,,,,,,,,,,,0.378266885,,,,,,,,,194,224,,,,271,,,,,,,,,,,,,209,271,,,,,
KIN28,YDL108W,Serine/threonine-protein kinase KIN28,P06242,No,No,16,,,25.8888796,,,,26.44830866,26.29645612,26.20547604,8.582459531,25.54671999,,,,,,,26.54089508,,,,,,,0.427867343,,-0.342159611,,0.652015481,,,,,,788,,,1161,1045,982,622,,,,,,1238,,,,,788,1063,622,1238,,,
KIN2,YLR096W,Serine/threonine-protein kinase KIN2,P13186,No,No,18.3,26.57152421,26.18729589,25.889576,26.21839428,19.59577842,27.11117914,26.54585143,26.45166075,26.30636463,26.5444563,26.98533158,27.07632877,26.95969565,27.30903941,11.45452631,26.6528045,26.39724924,26.89735285,26.62742323,14.21535069,26.60328653,26.72168895,26.33080804,13.51190082,0.387066392,0.135818099,0.865901255,0.00167912,0.427009859,0.048584379,0.335230244,0.140319451,347,266,217,18,505,341,320,289,463,493,455,579,368,308,435,361,355,386,294,212,364,497,368,345,,
KIN1,YDR122W,Serine/threonine protein kinase KIN1,P13185,No,No,40.2,27.77843793,27.00292366,27.99485578,27.27719558,30.67561601,28.71305943,27.99096711,28.06927701,28.31233264,23.73710485,28.80134746,29.403772,28.9564312,29.10329581,18.31365635,29.27268705,29.09073352,29.26474629,28.98098152,9.690707012,29.17104776,28.76274912,28.92996155,14.36841153,0.75805581,0.034817002,1.552858378,0.001003254,1.638933856,0.000460888,1.441232904,0.003988529,857,501,996,41,1639,993,1049,1241,1742,2645,1940,2147,2415,2129,2402,1973,2251,1696,1904,599,1230,2118,2230,1950,,
KIC1,YHR102W,Serine/threonine-protein kinase KIC1,P38692,No,No,10.1,25.48747673,,,,,,26.20910705,,,,26.27634382,26.31853467,26.20502851,25.97703338,10.13240407,25.98739327,26.16681695,26.09452377,26.19872979,6.399417448,,26.88436805,26.300878,28.21498162,0.721630323,,0.706758366,,0.624389215,,1.105146295,,180,,,,,296,,,310,320,295,252,254,288,274,294,,473,316,180,296,294,277,394,,
KGD2,YDR148C,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",P19262,No,No,43.2,27.89971694,28.05305028,27.33636953,27.86431482,19.76551382,28.51885854,28.04583147,27.3579172,27.43690378,39.0934965,28.35178146,27.81567802,27.31544563,28.1265716,29.08466711,28.64082474,26.69245481,27.81231531,28.17564693,48.63873248,27.77893917,28.49606106,28.43444014,25.1421152,0.051514854,0.875459941,0.114006283,0.691156424,0.041947553,0.927778233,0.448117233,0.153408141,2220,2469,1502,147,3410,2457,1525,1611,3037,2094,1481,2598,3711,961,2090,2688,2042,3356,3216,1585,2251,2303,2362,2871,,
KGD1,YIL125W,"2-oxoglutarate dehydrogenase, mitochondrial",P20967,No,No,49.8,30.11495583,29.8658934,30.2291727,30.02722931,10.49380425,29.81373777,30.09559554,29.86767644,29.8735405,8.973072861,30.00396918,29.80094649,30.21001803,30.15448419,12.31103,30.19542459,30.06843155,30.10437108,30.12583295,3.73550997,30.0708641,30.32227494,30.23660428,8.732697442,-0.14667525,0.188286045,-0.016958337,0.891626511,0.064202231,0.458819849,0.15060163,0.228001615,4544,3824,4918,290,3688,4483,3828,3844,4208,3655,4854,4670,4805,4400,4511,4578,4407,5246,4944,3394,3961,4347,4573,4866,,
KEX2,YNL238W,Kexin,P13134,No,No,1.8,,,,,,,,,,,,23.08812699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,44,,,,
KEX1,YGL203C,Pheromone-processing carboxypeptidase KEX1,P09620,No,No,12.2,27.4540324,27.37218862,27.54303607,,5.927585296,27.48393027,26.96697254,,26.81457836,25.42036089,27.75480841,,27.53497237,27.6445082,7.614435479,27.22572979,27.70589442,27.12730986,27.76382568,22.24877964,27.33458059,27.48876419,,7.549801982,-0.367925308,0.152353099,0.188343965,0.079107182,-0.000729092,0.997191105,-0.044746637,0.637980097,999,944,1063,,1020,713,,642,1231,,1057,1141,853,1190,797,1239,920,1024,,1002,792,1143,1020,972,,
KES1,YPL145C,Protein KES1,P35844,No,No,53.2,30.48462182,30.55992297,30.62992598,30.21569862,12.00269083,30.25822276,30.63676895,30.31872429,30.45002503,11.88236833,30.44282706,30.21257127,30.52393216,30.36379726,9.047901377,30.74005016,30.2807392,30.39713497,30.55068808,13.9583832,30.62914433,30.59263405,30.67227693,2.766285527,-0.056607093,0.662612056,-0.086760408,0.469115406,0.019610756,0.888860749,0.158809424,0.204649885,13572,14300,15011,763,11601,15082,12098,13251,13185,11240,13947,12482,16201,11784,12774,14208,15003,14628,15458,10911,13008,12714,13742,15029,,
KEL3,YPL263C,Kelch repeat-containing protein 3,Q08979,No,No,25.3,27.23471001,27.53556574,26.74778426,27.28788848,21.47370322,,27.2602435,26.86466904,27.24843837,14.84334471,26.65567309,26.20256463,26.63699361,,16.78361484,26.84888097,26.80353539,26.67640241,26.99377665,9.115464672,26.93089215,26.90563894,27.18376091,10.95760046,-0.077036816,0.744117796,-0.703076678,0.028643509,-0.370838266,0.081503885,-0.194723123,0.393633829,936,1153,668,66,,953,724,945,627,458,619,,716,694,636,792,758,745,904,706,874,568,710,802,,
KEL1,YHR158C,Kelch repeat-containing protein 1,P38853,No,No,36.8,27.88983127,28.1793537,28.252324,28.25561407,11.36057972,28.60448887,28.45356153,28.32023169,28.27874699,10.38084178,28.64701583,28.33892132,28.62714488,28.44430903,10.15528309,28.3853742,28.22108031,28.45045773,28.26994841,7.285175481,28.31077363,28.5142751,28.14394336,12.90966471,0.269976509,0.055095597,0.370067006,0.017571521,0.187434403,0.113669865,0.178716601,0.246261575,848,1037,1091,74,1392,1254,1143,1111,1434,1158,1414,1246,1196,1067,1251,1104,1136,1308,1012,762,1225,1313,1154,1152,,
KEI1,YDR367W,Inositol phosphorylceramide synthase regulatory subunit KEI1;KEI1N;KEI1C,Q06346,No,No,9.5,,26.21100272,26.117118,,4.599939635,,26.00838417,26.19249751,26.03372276,7.039554286,,,26.22734669,26.19987195,1.346575839,26.27804684,26.14635394,25.92840922,26.24832979,10.56306538,,25.98791365,25.74924299,11.67133656,-0.085858883,0.372994189,0.049548957,0.417663186,-0.013775414,0.91564807,-0.295482043,0.147721965,,1363,1277,,,1184,1345,1205,,,1378,1352,1428,1303,1120,1399,,1168,990,1320,1245,1365,1312,1079,,
KCS1,YDR017C,Inositol hexakisphosphate kinase 1,Q12494,No,No,12.2,,26.95803668,27.17512341,27.40381262,15.43592615,,27.74611899,27.33568829,27.26686959,18.71485144,,27.05237667,27.60844243,27.18480151,20.89879026,27.68264393,,27.72617938,28.82756789,48.84718556,27.97432233,25.89145462,27.1559562,63.74056407,0.270568054,0.242252764,0.10288263,0.651941243,0.899806161,0.08556379,-0.171746524,0.795296657,,488,567,45,,842,633,604,,521,765,571,806,,830,1782,986,233,559,366,693,619,1139,593,,
KAR2,YJL034W,78 kDa glucose-regulated protein homolog,P16474,No,No,55,33.45476294,33.09817105,33.29625043,33.03019288,13.54149331,34.14550814,34.21841507,34.21697079,34.11194397,3.672801776,34.49708721,34.49285651,34.54512785,34.50130553,1.695439782,34.26556245,34.25321486,34.25088788,34.31087924,1.950796925,34.10501148,34.08931023,34.05819239,1.647419797,0.95336517,7.6497E-05,1.289249951,1.14063E-05,1.050291783,3.78976E-05,0.864327044,0.000653994,70684,55205,63329,3567,114093,120006,119886,111469,145577,145151,150506,146003,123993,122936,122738,127950,110934,109734,107392,48196,116364,146809,124404,109353,,
KAP95,YLR347C,Importin subunit beta-1,Q06142,No,No,33.1,28.93578904,29.2023778,28.90578237,29.1680851,10.63525575,28.99107527,29.26843213,29.12084954,29.14639764,7.865842412,29.34969525,29.38646415,29.36617595,29.1365309,7.757682207,29.30712936,29.19450905,29.28993406,29.44379546,7.191905871,29.00423714,29.23863273,29.02453708,9.216337828,0.07868007,0.442177031,0.256707985,0.037450422,0.255833403,0.032569389,0.036127073,0.757000242,2422,2914,2373,193,2517,3051,2754,2803,3227,3311,3264,2784,3134,2898,3096,3445,2540,2988,2576,1975,2781,3147,3143,2701,,
KAP123,YER110C,Importin subunit beta-4,P40069,No,No,47.4,32.33761409,32.42996904,32.22501148,32.34862992,5.794426762,31.513287,31.89811007,31.81011767,31.87063349,11.5996641,31.51812692,31.30285516,31.42902127,31.14892047,10.95596109,31.40354855,31.48265194,31.48687667,31.61828794,6.24748756,31.78919973,31.88143175,31.80062255,3.517348681,-0.562269076,0.001220208,-0.985575179,3.57435E-05,-0.837464859,9.53291E-06,-0.511554789,0.000251518,19792,21101,18306,1351,11178,14595,13731,14319,11215,9661,10544,8683,10359,10943,10975,12022,13534,14427,13641,15138,13456,10026,11075,13867,,
KAP122,YGL016W,Importin beta-like protein KAP122,P32767,No,No,8.9,25.50023916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,,,,,,,,,,,,,,,,,,,172,,,,,,
KAP114,YGL241W,Importin subunit beta-5,P53067,No,No,10.7,24.89869105,,25.33203819,,21.08133687,,25.87539615,25.97733915,25.90490432,3.660318848,,26.14464362,,25.72580246,20.38564002,26.05144346,,,26.19084106,6.826970942,26.04161855,26.0228241,25.76266042,10.45629094,0.803848586,0.01684561,0.81985842,0.112707678,1.005777637,0.047586117,0.82700307,0.025319378,123,,166,,,242,259,247,,291,,218,273,,,301,271,268,223,144,249,254,287,254,,
KAP104,YBR017C,Importin subunit beta-2,P38217,No,No,19.5,26.15805783,25.90788638,27.01722691,27.09778188,39.58298014,25.73042266,27.48845776,27.24780484,27.46146758,42.34352449,,26.22965864,27.32319883,27.10779159,35.48971804,26.89481147,26.12242044,26.80069969,26.5923489,21.95882045,26.23209502,27.80980345,27.21437901,49.95473235,0.436799961,0.430590831,0.341644772,0.484295466,0.057331876,0.873962747,0.540187577,0.349874103,323,271,586,42,240,812,687,797,,339,724,624,538,315,504,436,340,1015,672,306,634,562,448,675,,
JSN1,YJR091C,Protein JSN1,P47135,No,No,24.8,26.80168665,27.40259341,26.99765776,27.51998339,22.90623918,27.52312832,27.50370032,27.66057744,27.62804932,5.350649871,27.40584236,27.29998772,27.28832863,26.95825799,12.7350939,26.81824064,27.01233281,26.87079515,27.19601117,11.97873659,27.313025,27.04489401,27.30408543,10.21749429,0.398383546,0.060922889,0.057623872,0.777095278,-0.206135361,0.316507476,0.040187842,0.857588089,435,659,498,48,716,707,788,770,660,614,609,484,440,503,456,571,619,514,616,410,745,592,492,583,,
JLP1,YLL057C,Alpha-ketoglutarate-dependent sulfonate dioxygenase,Q12358,No,No,56.8,27.68083465,,25.14425463,,99.83980073,23.11157317,,,,,,,,,,,,,,,,,,,-3.300971467,,,,,,,,2048,,353,,86,,,,,,,,,,,,,,,1200,86,,,,,
JIP5,YPR169W,WD repeat-containing protein JIP5,Q06214,No,No,13.8,24.9280929,,25.60172908,,32.42979497,,24.70144607,24.76840162,,3.281096987,,24.57369249,,24.83826679,12.93133458,,24.62165038,,,,,,,,-0.529987146,0.257884652,-0.558931353,0.262452087,-0.643260617,,,,258,,412,,,221,231,,,202,,243,,209,,,,,,335,226,222,209,,,
JIP4,YDR475C,Uncharacterized protein JIP4,Q03361,No,No,11.1,,,,,,,,,,,,,26.59676234,,,,26.31352675,27.27825958,,45.59775791,26.998734,26.61666774,,18.617495,,,,,,,,,,,,,,,,,,,460,,,378,737,,608,466,,,,460,558,537,,
JAC1,YGL018C,"J-type co-chaperone JAC1, mitochondrial",P53193,No,No,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IXR1,YKL032C,Intrastrand cross-link recognition protein,P33417,No,No,15.2,25.26599383,,25.82337657,,26.98413187,,,25.91984425,26.02886332,5.34080061,25.67801571,25.87117129,26.32524217,26.6056902,29.26560168,26.27595326,26.34769895,26.67128168,26.13320243,16.4283532,27.2139157,25.98544016,26.70543306,40.38246266,0.429668584,0.269431089,0.575344645,0.185100353,0.81234888,0.028177846,1.090244443,0.11960416,266,,391,,,,418,451,354,404,554,673,535,563,704,485,1026,438,721,329,435,496,572,728,,
IWR1,YDL115C,RNA polymerase II nuclear localization protein IWR1,Q07532,No,No,11.6,,,,,,,,,,,,,,,,24.71224612,,,,,24.78416674,24.31285194,24.86424397,19.39911258,,,,,,,,,,,,,,,,,,,,,302,,,,318,229,336,,,,302,294,,
IVY1,YDR229W,Protein IVY1,Q04934,No,No,25.6,31.81489918,,31.61653629,31.44010616,13.01823295,31.34011061,31.77619588,31.48332489,31.86030899,16.71038766,31.73323652,,31.85192142,31.4953845,12.31162016,31.97613345,31.39048778,32.13044329,31.48567772,24.96006254,32.08809412,32.34090646,32.13745343,9.486890548,-0.008862119,0.960575661,0.069666935,0.667876814,0.121838346,0.623333873,0.564970794,0.013200259,33798,,29456,1765,24320,32903,26858,34878,31938,,34676,27083,37794,25184,42060,26902,40844,48666,42265,21673,29740,31232,32985,43925,,
ITR1,YDR497C,Myo-inositol transporter 1,P30605,No,No,10.6,26.45785652,26.84242113,26.58075288,26.95493483,15.80155367,26.19204594,,,26.14559621,2.2764397,,,,,,,,,,,,,,,-0.540170268,0.03519866,,,,,,,648,846,706,62,539,,,522,,,,,,,,,,,,566,531,,,,,
ITC1,YGL133W,Imitation switch two complex protein 1,P53125,No,No,11.4,,,,,,27.15238218,,,,,,,,,,,28.27168571,,,,,26.51144262,26.2711692,11.74935365,,,,,,,,,,,,,458,,,,,,,,,995,,,,294,249,,458,,995,271,,
ISW2,YOR304W,ISWI chromatin-remodeling complex ATPase ISW2,Q08773,No,No,12.9,,,,,,,26.55444037,26.52238015,26.63754647,4.152400154,,,,27.14413791,,,,,,,29.05636195,,,,,,,,,,,,,,,,,338,331,358,,,,509,,,,,1915,,,,342,509,,1915,,
ISW1,YBR245C,ISWI chromatin-remodeling complex ATPase ISW1,P38144,No,No,38.3,28.41171249,28.57383692,28.82905104,28.85329052,14.38629553,28.58340958,29.19067625,28.56793943,28.52861549,24.1432651,28.46637723,28.80575076,28.51773282,28.68304568,10.87778525,28.88814801,28.9908319,29.02022432,29.01728002,4.221116796,28.86189196,28.58573914,28.88634649,11.17111354,0.050687443,0.798920331,-0.04874612,0.723495757,0.312148322,0.030103643,0.111019789,0.490016156,1218,1363,1626,112,1372,2090,1357,1321,1265,1600,1311,1470,1694,1819,1857,1853,1664,1374,1692,1080,1535,1411,1806,1577,,
ISU1,YPL135W,"Iron sulfur cluster assembly protein 1, mitochondrial",Q03020,No,No,13.9,26.06574843,25.91961697,,,7.156210428,,,,,,,,,,,,,,,,,,,,,,,,,,,,1755,1586,,,,,,,,,,,,,,,,,,1670,,,,,,
