Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,AFO-9,AFO-10,AFO-11,AFO-12,AFO-13,AFO-14,AFO-15,AFO-16,AFO-25,AFO-26,AFO-27,AFO-28,AFO-29,AFO-30,AFO-31,AFO-32,AFO-49,AFO-50,AFO-51,AFO-52,AFO-53,AFO-54,AFO-55,AFO-56,AFO-73,AFO-74,AFO-75,AFO-76,AFO-77,AFO-78,AFO-79,AFO-80,Indistinguishable Proteins
TMEDA_YEAST,P54837,P54837 TMEDA_YEAST Endoplasmic reticulum vesicle protein 25 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERV25 PE=1 SV=1,ERV25,211,OS=Saccharomyces,1,0.9961,4,9,9,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,
HMCS_YEAST,P54839,P54839 HMCS_YEAST Hydroxymethylglutaryl-CoA synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERG13 PE=1 SV=1,ERG13,491,OS=Saccharomyces,1,0.999,15,73,73,73,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,33,9,1,
UFD2_YEAST,P54860,P54860 UFD2_YEAST E4 ubiquitin-protein ligase UFD2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UFD2 PE=1 SV=3,UFD2,961,OS=Saccharomyces,1,0.9961,10,21,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12,0,0,0,0,
DNM1_YEAST,P54861,P54861 DNM1_YEAST Dynamin-related protein DNM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DNM1 PE=1 SV=1,DNM1,757,OS=Saccharomyces,1,0.9987,7,17,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,2,0,0,0,
ACT_YEAST,P60010,P60010 ACT_YEAST Actin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ACT1 PE=1 SV=1,ACT1,375,OS=Saccharomyces,1,0.999,14,201,201,201,1,3,7,14,6,16,4,5,2,1,3,0,2,7,2,2,0,1,3,11,8,19,6,4,4,2,3,7,5,37,15,1,
H3_YEAST,P61830,P61830 H3_YEAST Histone H3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HHT1 PE=1 SV=2,HHT1,136,OS=Saccharomyces,1,0.9983,4,32,32,32,0,0,0,6,0,1,5,0,0,0,0,0,0,1,2,0,0,0,6,1,3,0,1,0,0,0,0,0,3,0,1,2,
PURA_YEAST,P80210,P80210 PURA_YEAST Adenylosuccinate synthetase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADE12 PE=1 SV=3,ADE12,433,OS=Saccharomyces,1,0.999,19,100,100,100,0,0,0,0,0,20,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,38,11,0,
CACM_YEAST,P80235,P80235 CACM_YEAST Putative mitochondrial carnitine O-acetyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YAT1 PE=1 SV=2,YAT1,687,OS=Saccharomyces,1,0.999,14,51,51,51,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,21,0,0,0,
SEC5_YEAST,P89102,P89102 SEC5_YEAST Exocyst complex component SEC5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC5 PE=1 SV=1,SEC5,971,OS=Saccharomyces,1,0.9987,10,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,
GPD1_YEAST,Q00055,Q00055 GPD1_YEAST Glycerol-3-phosphate dehydrogenase [NAD(+)] 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GPD1 PE=1 SV=4,GPD1,391,OS=Saccharomyces,1,0.999,9,24,19,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,13,1,0,
RHO3_YEAST,Q00245,Q00245 RHO3_YEAST GTP-binding protein RHO3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RHO3 PE=1 SV=2,RHO3,231,OS=Saccharomyces,1,0.999,7,21,20,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,
2ABA_YEAST,Q00362,Q00362 2ABA_YEAST Protein phosphatase PP2A regulatory subunit B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC55 PE=1 SV=2,CDC55,526,OS=Saccharomyces,1,0.999,2,5,5,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,
SDHA_YEAST,Q00711,"Q00711 SDHA_YEAST Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SDH1 PE=1 SV=1",SDH1,640,OS=Saccharomyces,1,0.999,8,19,14,19,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,
PRP38_YEAST,Q00723,Q00723 PRP38_YEAST Pre-mRNA-splicing factor 38 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRP38 PE=1 SV=1,PRP38,242,OS=Saccharomyces,1,0.999,6,23,22,23,0,0,0,0,0,0,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,
TPS1_YEAST,Q00764,"Q00764 TPS1_YEAST Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 56 kDa subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TPS1 PE=1 SV=2",TPS1,495,OS=Saccharomyces,1,0.999,6,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,
SLT2_YEAST,Q00772,Q00772 SLT2_YEAST Mitogen-activated protein kinase SLT2/MPK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SLT2 PE=1 SV=2,SLT2,484,OS=Saccharomyces,1,0.999,6,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,1,0,0,
REG1_YEAST,Q00816,Q00816 REG1_YEAST Resistance to glucose repression protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=REG1 PE=1 SV=1,REG1,1014,OS=Saccharomyces,1,0.999,28,178,178,178,0,0,38,8,3,0,0,0,0,0,44,3,1,0,0,0,0,0,23,13,4,1,0,0,0,0,24,9,5,1,1,0,
ACAC_YEAST,Q00955,Q00955 ACAC_YEAST Acetyl-CoA carboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ACC1 PE=1 SV=2,ACC1,2233,OS=Saccharomyces,1,0.999,28,79,72,79,0,2,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,30,2,0,0,0,0,0,0,7,31,0,0,0,0,0,
ARG56_YEAST,Q01217,"Q01217 ARG56_YEAST Protein ARG5,6, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARG5,6 PE=1 SV=1","ARG5,6",863,OS=Saccharomyces,1,0.9989,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
UBP2_YEAST,Q01476,Q01476 UBP2_YEAST Ubiquitin carboxyl-terminal hydrolase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UBP2 PE=1 SV=2,UBP2,1272,OS=Saccharomyces,1,0.9989,6,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,
ACS1_YEAST,Q01574,Q01574 ACS1_YEAST Acetyl-coenzyme A synthetase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ACS1 PE=1 SV=2,ACS1,713,OS=Saccharomyces,1,0.9989,7,18,18,18,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,9,1,0,0,
RS15_YEAST,Q01855,Q01855 RS15_YEAST 40S ribosomal protein S15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS15 PE=1 SV=1,RPS15,142,OS=Saccharomyces,1,0.9989,2,13,13,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,6,
PRS8_YEAST,Q01939,Q01939 PRS8_YEAST 26S protease regulatory subunit 8 homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPT6 PE=1 SV=4,RPT6,405,OS=Saccharomyces,1,0.999,8,20,14,20,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,10,0,0,
OSH6_YEAST,Q02201,Q02201 OSH6_YEAST Oxysterol-binding protein homolog 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=OSH6 PE=1 SV=1,OSH6,448,OS=Saccharomyces,1,0.9989,6,23,23,23,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,8,0,0,
VTC3_YEAST,Q02725,Q02725 VTC3_YEAST Vacuolar transporter chaperone 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VTC3 PE=1 SV=1,VTC3,835,OS=Saccharomyces,1,0.999,16,71,62,71,0,0,0,15,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,13,11,0,0,0,
RL21A_YEAST,Q02753,Q02753 RL21A_YEAST 60S ribosomal protein L21-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL21A PE=1 SV=1,RPL21A,160,OS=Saccharomyces,1,0.9967,6,36,0,36,0,0,0,0,0,2,4,2,0,0,1,0,1,0,3,6,0,0,0,0,2,0,1,4,0,0,0,0,0,1,2,7,Q12672
PDR12_YEAST,Q02785,Q02785 PDR12_YEAST ATP-dependent permease PDR12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PDR12 PE=1 SV=1,PDR12,1511,OS=Saccharomyces,1,0.9988,8,12,12,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,
IMA1_YEAST,Q02821,Q02821 IMA1_YEAST Importin subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SRP1 PE=1 SV=1,SRP1,542,OS=Saccharomyces,1,0.999,5,11,11,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,
MUK1_YEAST,Q02866,Q02866 MUK1_YEAST Protein MUK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MUK1 PE=1 SV=1,MUK1,612,OS=Saccharomyces,1,0.999,11,48,48,48,0,0,0,0,10,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,14,1,0,0,
NOG1_YEAST,Q02892,Q02892 NOG1_YEAST Nucleolar GTP-binding protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOG1 PE=1 SV=1,NOG1,647,OS=Saccharomyces,1,0.9986,7,19,19,19,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,
KA120_YEAST,Q02932,Q02932 KA120_YEAST Importin beta-like protein KAP120 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KAP120 PE=1 SV=1,KAP120,1032,OS=Saccharomyces,1,0.9945,5,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,1,0,0,0,
PEX25_YEAST,Q02969,Q02969 PEX25_YEAST Peroxisomal membrane protein PEX25 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEX25 PE=1 SV=1,PEX25,394,OS=Saccharomyces,1,0.999,4,7,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
GDE1_YEAST,Q02979,Q02979 GDE1_YEAST Glycerophosphodiester phosphodiesterase GDE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GDE1 PE=1 SV=1,GDE1,1223,OS=Saccharomyces,1,0.999,21,73,73,73,0,0,7,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,24,4,1,0,0,0,
ODC1_YEAST,Q03028,Q03028 ODC1_YEAST Mitochondrial 2-oxodicarboxylate carrier 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ODC1 PE=1 SV=1,ODC1,310,OS=Saccharomyces,1,0.999,4,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,
DIG1_YEAST,Q03063,Q03063 DIG1_YEAST Down-regulator of invasive growth 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DIG1 PE=1 SV=1,DIG1,452,OS=Saccharomyces,1,0.999,5,16,16,16,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,
YMZ2_YEAST,Q03177,Q03177 YMZ2_YEAST WD repeat-containing protein YMR102C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR102C PE=1 SV=1,YMR102C,834,OS=Saccharomyces,1,0.9969,6,24,24,24,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,
MMT1_YEAST,Q03218,Q03218 MMT1_YEAST Mitochondrial metal transporter 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MMT1 PE=1 SV=1,MMT1,510,OS=Saccharomyces,1,0.999,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,
YM44_YEAST,Q03219,Q03219 YM44_YEAST Uncharacterized protein YMR178W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR178W PE=1 SV=1,YMR178W,274,OS=Saccharomyces,1,0.999,4,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,
TOM1_YEAST,Q03280,Q03280 TOM1_YEAST E3 ubiquitin-protein ligase TOM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TOM1 PE=1 SV=1,TOM1,3268,OS=Saccharomyces,1,0.9965,9,22,22,22,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,8,1,0,0,0,0,0,0,7,3,0,0,0,0,0,
RMT2_YEAST,Q03305,Q03305 RMT2_YEAST Protein arginine N-methyltransferase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RMT2 PE=1 SV=1,RMT2,412,OS=Saccharomyces,1,0.9984,4,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,4,0,0,
TR732_YEAST,Q03496,Q03496 TR732_YEAST tRNA (cytidine(32)-2'-O)-methyltransferase non-catalytic subunit TRM732 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRM732 PE=1 SV=1,TRM732,1420,OS=Saccharomyces,1,0.9947,4,6,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,
RSN1_YEAST,Q03516,Q03516 RSN1_YEAST Uncharacterized protein RSN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSN1 PE=1 SV=1,RSN1,953,OS=Saccharomyces,1,0.9986,5,14,14,14,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,1,0,0,0,
HAS1_YEAST,Q03532,Q03532 HAS1_YEAST ATP-dependent RNA helicase HAS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HAS1 PE=1 SV=1,HAS1,505,OS=Saccharomyces,1,0.999,5,19,19,19,0,0,0,0,5,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,4,0,0,
TCB3_YEAST,Q03640,Q03640 TCB3_YEAST Tricalbin-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TCB3 PE=1 SV=1,TCB3,1545,OS=Saccharomyces,1,0.999,5,7,7,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,
YM59_YEAST,Q03648,Q03648 YM59_YEAST Uncharacterized protein YMR209C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR209C PE=1 SV=1,YMR209C,457,OS=Saccharomyces,1,0.999,7,12,12,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,
EFR3_YEAST,Q03653,Q03653 EFR3_YEAST Protein EFR3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EFR3 PE=1 SV=1,EFR3,782,OS=Saccharomyces,1,0.9982,3,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,
SKY1_YEAST,Q03656,Q03656 SKY1_YEAST Serine/threonine-protein kinase SKY1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SKY1 PE=1 SV=1,SKY1,742,OS=Saccharomyces,1,0.9987,5,22,22,22,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,2,0,0,0,
SRC1_YEAST,Q03707,Q03707 SRC1_YEAST Inner nuclear membrane protein SRC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SRC1 PE=1 SV=2,SRC1,834,OS=Saccharomyces,1,0.9966,3,9,9,9,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,
ARX1_YEAST,Q03862,Q03862 ARX1_YEAST Probable metalloprotease ARX1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARX1 PE=1 SV=1,ARX1,593,OS=Saccharomyces,1,0.9989,5,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,
DOP1_YEAST,Q03921,Q03921 DOP1_YEAST Protein dopey OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DOP1 PE=1 SV=1,DOP1,1698,OS=Saccharomyces,1,0.9988,16,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,19,0,0,0,0,0,
RUVB1_YEAST,Q03940,Q03940 RUVB1_YEAST RuvB-like protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RVB1 PE=1 SV=1,RVB1,463,OS=Saccharomyces,1,0.999,12,26,25,26,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,14,0,0,
YHM2_YEAST,Q04013,Q04013 YHM2_YEAST Citrate/oxoglutarate carrier protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YHM2 PE=1 SV=1,YHM2,314,OS=Saccharomyces,1,0.999,7,15,15,15,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,
SNX41_YEAST,Q04053,Q04053 SNX41_YEAST Sorting nexin-41 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SNX41 PE=1 SV=1,SNX41,625,OS=Saccharomyces,1,0.9971,4,16,16,16,0,0,0,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,
RPN9_YEAST,Q04062,Q04062 RPN9_YEAST 26S proteasome regulatory subunit RPN9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPN9 PE=1 SV=1,RPN9,393,OS=Saccharomyces,1,0.9983,4,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,
EIF3G_YEAST,Q04067,Q04067 EIF3G_YEAST Eukaryotic translation initiation factor 3 subunit G OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIF35 PE=1 SV=1,TIF35,274,OS=Saccharomyces,1,0.999,5,25,25,25,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,
GPI17_YEAST,Q04080,Q04080 GPI17_YEAST GPI transamidase component GPI17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GPI17 PE=1 SV=1,GPI17,534,OS=Saccharomyces,1,0.999,3,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,
PPN1_YEAST,Q04119,Q04119 PPN1_YEAST Endopolyphosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PPN1 PE=1 SV=1,PPN1,674,OS=Saccharomyces,1,0.999,5,10,10,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,
SXM1_YEAST,Q04175,Q04175 SXM1_YEAST Importin beta SMX1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SXM1 PE=1 SV=1,SXM1,944,OS=Saccharomyces,1,0.9979,4,8,8,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,0,0,
UBX2_YEAST,Q04228,Q04228 UBX2_YEAST UBX domain-containing protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UBX2 PE=1 SV=1,UBX2,584,OS=Saccharomyces,1,0.9989,5,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,
GIS4_YEAST,Q04233,Q04233 GIS4_YEAST Protein GIS4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GIS4 PE=1 SV=1,GIS4,774,OS=Saccharomyces,1,0.9987,4,22,22,22,0,0,4,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,4,1,0,1,0,0,
YMX7_YEAST,Q04299,Q04299 YMX7_YEAST Probable ADP-ribose 1''-phosphate phosphatase YML087W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR087W PE=1 SV=1,YMR087W,284,OS=Saccharomyces,1,0.9929,4,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,
PUF6_YEAST,Q04373,Q04373 PUF6_YEAST Pumilio homology domain family member 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PUF6 PE=1 SV=1,PUF6,656,OS=Saccharomyces,1,0.9989,6,16,16,16,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,
HFD1_YEAST,Q04458,Q04458 HFD1_YEAST Fatty aldehyde dehydrogenase HFD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HFD1 PE=1 SV=1,HFD1,532,OS=Saccharomyces,1,0.999,10,37,36,37,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,7,13,0,0,
SEC13_YEAST,Q04491,Q04491 SEC13_YEAST Protein transport protein SEC13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC13 PE=1 SV=1,SEC13,297,OS=Saccharomyces,1,0.9983,3,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,
UTP14_YEAST,Q04500,Q04500 UTP14_YEAST U3 small nucleolar RNA-associated protein 14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UTP14 PE=1 SV=1,UTP14,899,OS=Saccharomyces,1,0.9987,5,6,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
ERV41_YEAST,Q04651,Q04651 ERV41_YEAST ER-derived vesicles protein ERV41 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERV41 PE=1 SV=1,ERV41,352,OS=Saccharomyces,1,0.999,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,
GSF2_YEAST,Q04697,Q04697 GSF2_YEAST Glucose-signaling factor 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GSF2 PE=1 SV=1,GSF2,403,OS=Saccharomyces,1,0.999,12,35,35,35,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,19,1,0,
LTN1_YEAST,Q04781,Q04781 LTN1_YEAST E3 ubiquitin-protein ligase listerin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RKR1 PE=1 SV=1,RKR1,1562,OS=Saccharomyces,1,0.9982,11,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,15,1,0,0,0,0,
YM94_YEAST,Q04869,Q04869 YM94_YEAST Uncharacterized protein YMR315W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR315W PE=1 SV=1,YMR315W,349,OS=Saccharomyces,1,0.999,5,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,
IVY1_YEAST,Q04934,Q04934 IVY1_YEAST Protein IVY1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IVY1 PE=1 SV=1,IVY1,453,OS=Saccharomyces,1,0.9988,4,13,13,13,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,
RTN1_YEAST,Q04947,Q04947 RTN1_YEAST Reticulon-like protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RTN1 PE=1 SV=1,RTN1,295,OS=Saccharomyces,1,0.999,6,40,40,40,0,0,0,0,0,8,2,0,0,0,0,0,0,4,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,5,0,
