"","orf_name","min_peps","min_prob","GENENAME","ENTREZID","ENSEMBL","DESCRIPTION","min_crap_expt","status","pma_int","band"
"989","YJR045C",5,90,"SSC1","853503","YJR045C","Hsp70 family ATPase; constituent of the import motor component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); involved in protein translocation and folding; subunit of SceI endonuclease; SSC1 has a paralog, ECM10, that arose from the whole genome duplication",11,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"990","YJR045C",5,90,"SSC1","853503","YJR045C","Hsp70 family ATPase; constituent of the import motor component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); involved in protein translocation and folding; subunit of SceI endonuclease; SSC1 has a paralog, ECM10, that arose from the whole genome duplication",13,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"991","YJR045C",5,90,"SSC1","853503","YJR045C","Hsp70 family ATPase; constituent of the import motor component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); involved in protein translocation and folding; subunit of SceI endonuclease; SSC1 has a paralog, ECM10, that arose from the whole genome duplication",7,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"992","YJR045C",5,90,"SSC1","853503","YJR045C","Hsp70 family ATPase; constituent of the import motor component of the Translocase of the Inner Mitochondrial membrane (TIM23 complex); involved in protein translocation and folding; subunit of SceI endonuclease; SSC1 has a paralog, ECM10, that arose from the whole genome duplication",15,"Interaction Data Present","Not A PMA1 Interactor","AFO04"
"993","YJR064W",1,80,"CCT5","853527","YJR064W","Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo",11,"Interaction Data Present","Not A PMA1 Interactor",NA
"994","YJR064W",1,80,"CCT5","853527","YJR064W","Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo",3,"Interaction Data Present","Not A PMA1 Interactor",NA
"995","YJR064W",1,80,"CCT5","853527","YJR064W","Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo",15,"Interaction Data Present","Not A PMA1 Interactor",NA
"996","YJR064W",1,80,"CCT5","853527","YJR064W","Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo",7,"Interaction Data Present","Not A PMA1 Interactor",NA
"997","YJR064W",1,80,"CCT5","853527","YJR064W","Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo",5,"Interaction Data Present","Not A PMA1 Interactor",NA
"998","YJR064W",1,80,"CCT5","853527","YJR064W","Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo",9,"Interaction Data Present","Not A PMA1 Interactor",NA
"999","YJR064W",1,80,"CCT5","853527","YJR064W","Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo",13,"Interaction Data Present","Not A PMA1 Interactor",NA
"1000","YJR064W",1,90,"CCT5","853527","YJR064W","Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo",11,"Interaction Data Present","Not A PMA1 Interactor",NA
"1001","YJR064W",1,90,"CCT5","853527","YJR064W","Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo",3,"Interaction Data Present","Not A PMA1 Interactor",NA
"1002","YJR064W",1,90,"CCT5","853527","YJR064W","Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo",9,"Interaction Data Present","Not A PMA1 Interactor",NA
"1003","YJR064W",1,90,"CCT5","853527","YJR064W","Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo",7,"Interaction Data Present","Not A PMA1 Interactor",NA
"1004","YJR064W",1,90,"CCT5","853527","YJR064W","Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo",15,"Interaction Data Present","Not A PMA1 Interactor",NA
"1005","YJR064W",1,90,"CCT5","853527","YJR064W","Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo",5,"Interaction Data Present","Not A PMA1 Interactor",NA
"1006","YJR064W",1,90,"CCT5","853527","YJR064W","Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo",13,"Interaction Data Present","Not A PMA1 Interactor",NA
"1007","YJR065C",1,80,"ARP3","853528","YJR065C","Essential component of the Arp2/3 complex; Arp2/3 is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity",13,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1008","YJR065C",1,80,"ARP3","853528","YJR065C","Essential component of the Arp2/3 complex; Arp2/3 is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity",3,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1009","YJR065C",1,80,"ARP3","853528","YJR065C","Essential component of the Arp2/3 complex; Arp2/3 is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity",15,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1010","YJR065C",1,80,"ARP3","853528","YJR065C","Essential component of the Arp2/3 complex; Arp2/3 is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity",11,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1011","YJR065C",1,80,"ARP3","853528","YJR065C","Essential component of the Arp2/3 complex; Arp2/3 is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity",9,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1012","YJR065C",1,80,"ARP3","853528","YJR065C","Essential component of the Arp2/3 complex; Arp2/3 is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity",5,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1013","YJR065C",1,80,"ARP3","853528","YJR065C","Essential component of the Arp2/3 complex; Arp2/3 is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity",7,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1014","YJR065C",1,90,"ARP3","853528","YJR065C","Essential component of the Arp2/3 complex; Arp2/3 is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity",5,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1015","YJR065C",1,90,"ARP3","853528","YJR065C","Essential component of the Arp2/3 complex; Arp2/3 is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity",9,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1016","YJR065C",1,90,"ARP3","853528","YJR065C","Essential component of the Arp2/3 complex; Arp2/3 is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity",11,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1017","YJR065C",1,90,"ARP3","853528","YJR065C","Essential component of the Arp2/3 complex; Arp2/3 is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity",3,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1018","YJR065C",1,90,"ARP3","853528","YJR065C","Essential component of the Arp2/3 complex; Arp2/3 is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity",13,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1019","YJR065C",1,90,"ARP3","853528","YJR065C","Essential component of the Arp2/3 complex; Arp2/3 is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity",15,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1020","YJR065C",1,90,"ARP3","853528","YJR065C","Essential component of the Arp2/3 complex; Arp2/3 is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity",7,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1021","YJR072C",1,80,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",9,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1022","YJR072C",1,80,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",13,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1023","YJR072C",1,80,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",15,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1024","YJR072C",1,80,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",5,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1025","YJR072C",1,80,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",7,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1026","YJR072C",1,80,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",3,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1027","YJR072C",1,80,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",11,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1028","YJR072C",1,90,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",3,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1029","YJR072C",1,90,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",15,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1030","YJR072C",1,90,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",13,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1031","YJR072C",1,90,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",9,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1032","YJR072C",1,90,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",5,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1033","YJR072C",1,90,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",11,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1034","YJR072C",1,90,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",7,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1035","YJR072C",5,80,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",11,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1036","YJR072C",5,80,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",15,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1037","YJR072C",5,80,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",7,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1038","YJR072C",5,80,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",9,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1039","YJR072C",5,80,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",5,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1040","YJR072C",5,80,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",3,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1041","YJR072C",5,80,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",13,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1042","YJR072C",5,90,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",5,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1043","YJR072C",5,90,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",11,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1044","YJR072C",5,90,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",15,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1045","YJR072C",5,90,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",7,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1046","YJR072C",5,90,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",9,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1047","YJR072C",5,90,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",3,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1048","YJR072C",5,90,"NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress",13,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1049","YJR109C",1,80,"CPA2","853573","YJR109C","Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine precursor",15,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"1050","YJR109C",1,80,"CPA2","853573","YJR109C","Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine precursor",3,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"1051","YJR109C",1,80,"CPA2","853573","YJR109C","Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine precursor",7,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"1052","YJR109C",1,80,"CPA2","853573","YJR109C","Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine precursor",13,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"1053","YJR109C",1,80,"CPA2","853573","YJR109C","Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine precursor",9,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"1054","YJR109C",1,80,"CPA2","853573","YJR109C","Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine precursor",11,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"1055","YJR109C",1,80,"CPA2","853573","YJR109C","Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine precursor",5,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"1056","YJR109C",1,90,"CPA2","853573","YJR109C","Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine precursor",7,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"1057","YJR109C",1,90,"CPA2","853573","YJR109C","Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine precursor",9,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"1058","YJR109C",1,90,"CPA2","853573","YJR109C","Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine precursor",15,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"1059","YJR109C",1,90,"CPA2","853573","YJR109C","Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine precursor",3,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"1060","YJR109C",1,90,"CPA2","853573","YJR109C","Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine precursor",11,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"1061","YJR109C",1,90,"CPA2","853573","YJR109C","Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine precursor",5,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"1062","YJR109C",1,90,"CPA2","853573","YJR109C","Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine precursor",13,"Interaction Data Present","Not A PMA1 Interactor","AFO03"
"1063","YJR121W",1,80,"ATP2","853585","YJR121W","Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated",13,"Interaction Data Present","Not A PMA1 Interactor",NA
"1064","YJR121W",1,80,"ATP2","853585","YJR121W","Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated",11,"Interaction Data Present","Not A PMA1 Interactor",NA
"1065","YJR121W",1,80,"ATP2","853585","YJR121W","Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated",7,"Interaction Data Present","Not A PMA1 Interactor",NA
"1066","YJR121W",1,80,"ATP2","853585","YJR121W","Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated",9,"Interaction Data Present","Not A PMA1 Interactor",NA
"1067","YJR121W",1,80,"ATP2","853585","YJR121W","Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated",15,"Interaction Data Present","Not A PMA1 Interactor",NA
"1068","YJR121W",1,90,"ATP2","853585","YJR121W","Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated",13,"Interaction Data Present","Not A PMA1 Interactor",NA
"1069","YJR121W",1,90,"ATP2","853585","YJR121W","Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated",15,"Interaction Data Present","Not A PMA1 Interactor",NA
"1070","YJR121W",1,90,"ATP2","853585","YJR121W","Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated",11,"Interaction Data Present","Not A PMA1 Interactor",NA
"1071","YJR121W",1,90,"ATP2","853585","YJR121W","Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated",9,"Interaction Data Present","Not A PMA1 Interactor",NA
"1072","YJR121W",1,90,"ATP2","853585","YJR121W","Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated",7,"Interaction Data Present","Not A PMA1 Interactor",NA
"1073","YJR121W",5,80,"ATP2","853585","YJR121W","Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated",11,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1074","YJR121W",5,80,"ATP2","853585","YJR121W","Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated",7,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
"1075","YJR121W",5,80,"ATP2","853585","YJR121W","Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated",9,"Interaction Data Present","Not A PMA1 Interactor","AFO05"
