"orf_name","row","column","cor","num_obs","gene1","gene2","SGD","ENTREZID","GENENAME","ENSEMBL","DESCRIPTION"
"YHR128W","chr2_614024","chr8_362010",0.601684456573941,1986,"YBR196C-A","YHR128W","S000001170","856529","FUR1","YHR128W","Uracil phosphoribosyltransferase; synthesizes UMP from uracil; involved in the pyrimidine salvage pathway"
"YLR431C","chr2_614024","chr12_1000342",0.601644312137887,1980,"YBR196C-A","YLR431C","S000004423","851151","ATG23","YLR431C","Peripheral membrane protein required for autophagy and CVT; required for cytoplasm-to-vacuole targeting (Cvt) pathway and efficient macroautophagy; cycles between the phagophore assembly site (PAS) and non-PAS locations; forms a complex with Atg9p and Atg27p"
"YPL169C","chr2_614024","chr16_229039",0.601623044418173,1986,"YBR196C-A","YPL169C","S000006090","855934","MEX67","YPL169C","Poly(A)RNA binding protein involved in nuclear mRNA export; component of the nuclear pore; ortholog of human TAP"
"YLR191W","chr2_614024","chr12_537272",0.601461588915541,1986,"YBR196C-A","YLR191W","S000004181","850888","PEX13","YLR191W","Peroxisomal importomer complex component; integral peroxisomal membrane protein required for docking and translocation of peroxisomal matrix proteins; interacts with the PTS1 signal recognition factor Pex5p and the PTS2 signal recognition factor Pex7p; forms a complex with Pex14p and Pex17p; human homolog PEX13 complements yeast null mutant"
"YER158C","chr2_614024","chr5_488857",0.601432744420254,1985,"YBR196C-A","YER158C","S000000960","856903",NA,"YER158C","Protein of unknown function; potentially phosphorylated by Cdc28p; YER158C has a paralog, AFR1, that arose from the whole genome duplication"
"YFR014C","chr2_614024","chr6_172537",0.601415065953457,1986,"YBR196C-A","YFR014C","S000001910","850568","CMK1","YFR014C","Calmodulin-dependent protein kinase; may play a role in stress response, many Ca++/calmodulin dependent phosphorylation substrates demonstrated in vitro, amino acid sequence similar to mammalian Cam Kinase II; CMK1 has a paralog, CMK2, that arose from the whole genome duplication"
"YPL242C","chr2_614024","chr16_90622",0.601401461619907,1986,"YBR196C-A","YPL242C","S000006163","855834","IQG1","YPL242C","Essential protein required for determination of budding pattern; promotes localization of axial markers Bud4p and Cdc12p and functionally interacts with Sec3p, localizes to the contractile ring during anaphase, member of the IQGAP family; relocalizes from bud neck to cytoplasm upon DNA replication stress"
"YML098W","chr2_614024","chr13_77267",0.60139688934304,1986,"YBR196C-A","YML098W","S000004564","854875","TAF13","YML098W","TFIID subunit (19 kDa); involved in RNA polymerase II transcription initiation, similar to histone H4 with atypical histone fold motif of Spt3-like transcription factors"
"YHR031C","chr2_614024","chr8_170799",0.601247324234887,1986,"YBR196C-A","YHR031C","S000001073","856426","RRM3","YHR031C","DNA helicase involved in rDNA replication and Ty1 transposition; binds to and suppresses DNA damage at G4 motifs in vivo; relieves replication fork pauses at telomeric regions; structurally and functionally related to Pif1p"
"YPR079W","chr2_614024","chr16_698869",0.601224098218008,1986,"YBR196C-A","YPR079W","S000006283","856194","MRL1","YPR079W","Membrane protein; has similarity to mammalian mannose-6-phosphate receptors; possibly functions as a sorting receptor in the delivery of vacuolar hydrolases; protein abundance increases in response to DNA replication stress"
"YHR165C","chr2_614024","chr8_429707",0.601223547438241,1986,"YBR196C-A","YHR165C","S000001208","856570","PRP8","YHR165C","Component of U4/U6-U5 snRNP complex; involved in second catalytic step of splicing; participates in spliceosomal assembly through its interaction with U1 snRNA; largest and most evolutionarily conserved protein of the spliceosome; mutations in human ortholog, PRPF8, cause Retinitis pigmentosa and missplicing in Myelodysplastic syndrome; mouse ortholog interacts with androgen receptor and may have a role in prostate cancer"
"YKR054C","chr2_614024","chr11_535647",0.601181697670201,1986,"YBR196C-A","YKR054C","S000001762","853928","DYN1","YKR054C","Cytoplasmic heavy chain dynein; microtubule motor protein; member of the AAA+ protein family, required for anaphase spindle elongation; involved in spindle assembly, chromosome movement, and spindle orientation during cell division, targeted to microtubule tips by Pac1p; motility along microtubules inhibited by She1p"
"YDR458C","chr2_614024","chr4_1380055",0.601177512311017,1986,"YBR196C-A","YDR458C","S000002866","852069","HEH2","YDR458C","Inner nuclear membrane (INM) protein; contains helix-extension-helix (HEH) motif, nuclear localization signal sequence; targeting to the INM requires the Srp1p-Kap95p karyopherins and the Ran cycle; HEH2 has a paralog, SRC1, that arose from the whole genome duplication"
"YBL103C","chr2_22076","chr2_614024",0.601165452139266,1986,"YBL103C","YBR196C-A","S000000199","852171","RTG3","YBL103C","bHLH/Zip transcription factor for retrograde (RTG) and TOR pathways; forms a complex with another bHLH/Zip protein, Rtg1p, to activate the pathways; target of Hog1p"
"YBR119W","chr2_479338","chr2_614024",0.601103983192931,1984,"YBR119W","YBR196C-A","S000000323","852416","MUD1","YBR119W","U1 snRNP A protein; homolog of human U1-A; involved in nuclear mRNA splicing"
"YGL175C","chr2_614024","chr7_173285",0.60109044865693,1974,"YBR196C-A","YGL175C","S000003143","852700","SAE2","YGL175C","Endonuclease required for telomere elongation; required for telomeric 5' C-rich strand resection; involved in ds-break repair and processing hairpin DNA structures with the MRX complex; function requires sumoylation and phosphorylation; exists as inactive oligomers that are transiently released into smaller active units by phosphorylation; DNA damage triggers Sae2p removal, so active Sae2p is present only transiently; sequence and functional similarity with human CtIP/RBBP8"
"YGR027C","chr2_614024","chr7_534132",0.601036298460077,1986,"YBR196C-A","YGR027C","S000003259","852911","RPS25A","YGR027C","Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S25, no bacterial homolog; RPS25A has a paralog, RPS25B, that arose from the whole genome duplication"
"YNR031C","chr2_614024","chr14_680694",0.601025248582574,1986,"YBR196C-A","YNR031C","S000005314","855765","SSK2","YNR031C","MAP kinase kinase kinase of HOG1 mitogen-activated signaling pathway; interacts with Ssk1p, leading to autophosphorylation and activation of Ssk2p which phosphorylates Pbs2p; also mediates actin cytoskeleton recovery from osmotic stress; a HOG-independent function of Ssk2p mediates the calcium-sensitive phenotype of the ptp2 msg5 double disruptant; SSK2 has a paralog, SSK22, that arose from the whole genome duplication"
"YDR497C","chr2_614024","chr4_1443713",0.601002076351599,1986,"YBR196C-A","YDR497C","S000002905","852108","ITR1","YDR497C","Myo-inositol transporter; member of the sugar transporter superfamily; expression is repressed by inositol and choline via Opi1p and derepressed via Ino2p and Ino4p; relative distribution to the vacuole increases upon DNA replication stress; ITR1 has a paralog, ITR2, that arose from the whole genome duplication"
"YNL134C","chr2_614024","chr14_372451",0.600987504299935,1986,"YBR196C-A","YNL134C","S000005078","855588",NA,"YNL134C","NADH-dependent aldehyde reductase, involved in detoxification of furfural; expression is up-regulated in the presence of furfural and 5-hydroxymethylfurfural, which are compounds generated during lignocellulosic biomass pre-treatment; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus; protein abundance increases in response to DNA replication stress"
"YGR049W","chr2_614024","chr7_591314",0.600952988710431,1985,"YBR196C-A","YGR049W","S000003281","852940","SCM4","YGR049W","Mitochondrial outer membrane protein of unknown function; predicted to have 4 transmembrane segments; import is mediated by Tom70p and Mim1p; interacts genetically with a cdc4 mutation; SCM4 has a paralog, ATG33, that arose from the whole genome duplication"
"YOR233W","chr2_614024","chr15_775846",0.600889473540582,1986,"YBR196C-A","YOR233W","S000005759","854408","KIN4","YOR233W","Serine/threonine protein kinase; inhibits the mitotic exit network (MEN) when the spindle position checkpoint is activated; localized asymmetrically to mother cell cortex, spindle pole body and bud neck; KIN4 has a paralog, FRK1, that arose from the whole genome duplication"
"YMR005W","chr2_614024","chr13_276045",0.600887649824411,1986,"YBR196C-A","YMR005W","S000004607","855017","TAF4","YMR005W","TFIID subunit (48 kDa); involved in RNA polymerase II transcription initiation; potential Cdc28p substrate"
"YLR182W","chr2_614024","chr12_517940",0.600806280443891,1986,"YBR196C-A","YLR182W","S000004172","850879","SWI6","YLR182W","Transcription cofactor; forms complexes with Swi4p and Mbp1p to regulate transcription at the G1/S transition; involved in meiotic gene expression; also binds Stb1p to regulate transcription at START; cell wall stress induces phosphorylation by Mpk1p, which regulates Swi6p localization; required for the unfolded protein response, independently of its known transcriptional coactivators"
"YKR074W","chr2_614024","chr11_579209",0.600804030455425,1985,"YBR196C-A","YKR074W","S000001782","853949","AIM29","YKR074W","Protein of unknown function; epitope-tagged protein localizes to the cytoplasm; YKR074W is not an essential gene; null mutant displays elevated frequency of mitochondrial genome loss"
"YEL067C","chr2_614024","chr5_26189",0.600584513241319,1926,"YBR196C-A","YEL067C","S000000793","856643",NA,"YEL067C","Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"YBL034C","chr2_153848","chr2_614024",0.600528854992197,1986,"YBL034C","YBR196C-A","S000000130","852246","STU1","YBL034C","Component of the mitotic spindle; binds to interpolar microtubules via its association with beta-tubulin (Tub2p); required for interpolar microtubules to provide an outward force on the spindle poles"
"YDR243C","chr2_614024","chr4_948518",0.600372711496757,1986,"YBR196C-A","YDR243C","S000002651","851830","PRP28","YDR243C","RNA binding protein; involved in RNA isomerization at the 5' splice site and for exchange of U6 for U1 snRNA at the 5' splice site; similar to the RNA helicases of the DEAD-box family"
"YBR069C","chr2_376574","chr2_614024",0.600344513103304,1986,"YBR069C","YBR196C-A","S000000273","852361","TAT1","YBR069C","Amino acid transporter for valine, leucine, isoleucine, and tyrosine; low-affinity tryptophan and histidine transporter; overexpression confers FK506 and FTY720 resistance; protein abundance increases in response to DNA replication stress"
"YDR402C","chr2_614024","chr4_1272234",0.600321966488281,1804,"YBR196C-A","YDR402C","S000002810","852011","DIT2","YDR402C","N-formyltyrosine oxidase; sporulation-specific microsomal enzyme involved in the production of N,N-bisformyl dityrosine required for spore wall maturation, homologous to cytochrome P-450s; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively"
"YGR231C","chr2_614024","chr7_952548",0.600303380240959,1986,"YBR196C-A","YGR231C","S000003463","853146","PHB2","YGR231C","Subunit of the prohibitin complex (Phb1p-Phb2p); prohibitin is a 1.2 MDa ring-shaped inner mitochondrial membrane chaperone that stabilizes newly synthesized proteins; determinant of replicative life span; involved in mitochondrial segregation; prohibitin deficiency induces a mitochondrial unfolded protein response (mtUPR)"
"YBL015W","chr2_194122","chr2_614024",0.600267332032422,1984,"YBL015W","YBR196C-A","S000000111","852266","ACH1","YBL015W","Protein with CoA transferase activity; particularly for CoASH transfer from succinyl-CoA to acetate; has minor acetyl-CoA-hydrolase activity; phosphorylated; required for acetate utilization and for diploid pseudohyphal growth"
"YJR119C","chr2_614024","chr10_644304",0.600242181352792,1986,"YBR196C-A","YJR119C","S000003880","853583","JHD2","YJR119C","JmjC domain family histone demethylase; promotes global demethylation of H3K4 and repression of noncoding intergenic transcription during sporulation; removes methyl groups added by Set1p methyltransferase; negatively regulated by H3K14 acetylation; protein levels regulated by Not4p polyubiquitin-mediated degradation; regulates sporulation timing by extending period of active transcription in opposition to programmed global transcriptional quiescence; regulates rDNA silencing"
"YEL040W","chr2_614024","chr5_78053",0.600228812100934,1986,"YBR196C-A","YEL040W","S000000766","856671","UTR2","YEL040W","Chitin transglycosylase; functions in the transfer of chitin to beta(1-6) and beta(1-3) glucans in the cell wall; similar to and functionally redundant with Crh1; glycosylphosphatidylinositol (GPI)-anchored protein localized to bud neck"
"YLR457C","chr2_614024","chr12_1055812",0.600163199761847,1985,"YBR196C-A","YLR457C","S000004449","851180","NBP1","YLR457C","Spindle pole body (SPB) component; required for the insertion of the duplication plaque into the nuclear membrane during SPB duplication; essential for bipolar spindle formation; component of the Mps2p-Bbp1p complex; NBP1 has a paralog, YPR174C, that arose from the whole genome duplication"
"YOR386W","chr2_614024","chr15_1066839",0.600102208380778,1986,"YBR196C-A","YOR386W","S000005913","854568","PHR1","YOR386W","DNA photolyase involved in photoreactivation; repairs pyrimidine dimers in the presence of visible light; induced by DNA damage; regulated by transcriptional repressor Rph1p"
"YOL096C","chr2_614024","chr15_138107",0.600097633668811,1985,"YBR196C-A","YOL096C","S000005456","854057","COQ3","YOL096C","O-methyltransferase; catalyzes two different O-methylation steps in ubiquinone (Coenzyme Q) biosynthesis; component of a mitochondrial ubiquinone-synthesizing complex; phosphoprotein"
"YLR369W","chr2_614024","chr12_859552",0.600034675661347,1986,"YBR196C-A","YLR369W","S000004361","851084","SSQ1","YLR369W","Mitochondrial hsp70-type molecular chaperone; required for assembly of iron/sulfur clusters into proteins at a step after cluster synthesis, and for maturation of Yfh1p, which is a homolog of human frataxin implicated in Friedreich's ataxia"
"YHR140W","chr2_614024","chr8_380572",0.600015830402742,1925,"YBR196C-A","YHR140W","S000001182","856543",NA,"YHR140W","Putative integral membrane protein of unknown function"
"YBL066C","chr2_96669","chr2_614024",0.600008702700125,1980,"YBL066C","YBR196C-A","S000000162","852214","SEF1","YBL066C","Putative transcription factor; has homolog in Kluyveromyces lactis"
"YEL041W","chr2_614024","chr5_75944",0.59990804568452,1974,"YBR196C-A","YEL041W","S000000767","856670","YEF1","YEL041W","ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog, UTR1, that arose from the whole genome duplication"
"YKL161C","chr2_614024","chr11_149386",0.599854447130044,1983,"YBR196C-A","YKL161C","S000001644","853696","KDX1","YKL161C","Protein kinase; implicated in Slt2p mitogen-activated (MAP) kinase signaling pathway; interacts with numerous components in the mating pheromone and CWI MAPK pathways; associates with Rlm1p; KDX1 has a paralog, SLT2, that arose from the whole genome duplication"
"YGL179C","chr2_614024","chr7_163409",0.599853850313423,1986,"YBR196C-A","YGL179C","S000003147","852696","TOS3","YGL179C","Protein kinase; related to and functionally redundant with Elm1p and Sak1p for the phosphorylation and activation of Snf1p; functionally orthologous to LKB1, a mammalian kinase associated with Peutz-Jeghers cancer-susceptibility syndrome; TOS3 has a paralog, SAK1, that arose from the whole genome duplication"
"YBR071W","chr2_380411","chr2_614024",0.599715317308039,1982,"YBR071W","YBR196C-A","S000000275","852363",NA,"YBR071W","Protein of unknown function found in the cytoplasm and bud neck; mRNA expression may be regulated by the cell cycle and/or cell wall stress; overexpression of YBR071W affects endocytic protein trafficking"
"YGR249W","chr2_614024","chr7_988049",0.599627648689048,1969,"YBR196C-A","YGR249W","S000003481","853164","MGA1","YGR249W","Protein similar to heat shock transcription factor; multicopy suppressor of pseudohyphal growth defects of ammonium permease mutants"
"YDR508C","chr2_614024","chr4_1466453",0.599549767663107,1985,"YBR196C-A","YDR508C","S000002916","852121","GNP1","YDR508C","High-affinity glutamine permease; also transports Leu, Ser, Thr, Cys, Met and Asn; expression is fully dependent on Grr1p and modulated by the Ssy1p-Ptr3p-Ssy5p (SPS) sensor of extracellular amino acids; GNP1 has a paralog, AGP1, that arose from the whole genome duplication"
"YKR020W","chr2_614024","chr11_478338",0.599549139331986,1983,"YBR196C-A","YKR020W","S000001728","853890","VPS51","YKR020W","Component of the GARP (Golgi-associated retrograde protein) complex; GARP is required for the recycling of proteins from endosomes to the late Golgi, and for mitosis after DNA damage induced checkpoint arrest; links the (VFT/GARP) complex to the SNARE Tlg1p; members of the GARP complex are Vps51p-Vps52p-Vps53p-Vps54p"
"YPR008W","chr2_614024","chr16_573018",0.599537283606147,1986,"YBR196C-A","YPR008W","S000006212","856117","HAA1","YPR008W","Transcriptional activator involved in adaptation to weak acid stress; activates transcription of TPO2, YRO2, and other genes encoding membrane stress proteins; HAA1 has a paralog, CUP2, that arose from the whole genome duplication; relocalizes from cytoplasm to nucleus upon DNA replication stress"
"YGL015C","chr2_614024","chr7_465043",0.599471066728125,1209,"YBR196C-A","YGL015C","S000002983","852869",NA,"YGL015C","Putative protein of unknown function; null mutants accumulate cargo in the Golgi"
"YNL214W","chr2_614024","chr14_245617",0.599469019871388,1986,"YBR196C-A","YNL214W","S000005158","855507","PEX17","YNL214W","Membrane peroxin of the peroxisomal importomer complex; complex facilitates the import of peroxisomal matrix proteins; required for peroxisome biogenesis"
"YBR192W","chr2_607652","chr2_614024",0.599464051177908,1986,"YBR192W","YBR196C-A","S000000396","852491","RIM2","YBR192W","Mitochondrial pyrimidine nucleotide transporter; imports pyrimidine nucleoside triphosphates and exports pyrimidine nucleoside monophosphates; member of the mitochondrial carrier family"
"YCR086W","chr2_614024","chr3_263392",0.599444511701829,1986,"YBR196C-A","YCR086W","S000000682","850447","CSM1","YCR086W","Nucleolar protein that mediates homolog segregation during meiosis I; forms a complex with Lrs4p and then Mam1p at kinetochores; required for condensin recruitment to the replication fork barrier site and rDNA repeat segregation"
"YOL159C","chr2_614024","chr15_17281",0.599390152714202,1903,"YBR196C-A","YOL159C","S000005519","854006","CSS3","YOL159C","Protein of unknown function, secreted when constitutively expressed; SWAT-GFP, seamless-GFP and mCherry fusion proteins localize to the cell periphery, SWAT-GFP fusion also localizes to the extracellular region, and mCherry fusion also localizes to the vacuole; deletion mutants are viable and have elevated levels of Ty1 retrotransposition and Ty1 cDNA"
"YLR272C","chr2_614024","chr12_683672",0.599364946542895,1986,"YBR196C-A","YLR272C","S000004262","850977","YCS4","YLR272C","Subunit of the condensin complex; required for establishment and maintenance of chromosome condensation, chromosome segregation, chromatin binding of condensin, tRNA gene clustering at the nucleolus, and silencing at the mating type locus; required for replication slow zone (RSZ) breakage following Mec1p inactivation"
"YLR313C","chr2_614024","chr12_760750",0.599358849464823,1975,"YBR196C-A","YLR313C","S000004305","851023","SPH1",NA,"Protein involved in shmoo formation and bipolar bud site selection; localizes to sites of polarized growth in a cell cycle dependent- and Spa2p-dependent manner, interacts with MAPKKs Mkk1p, Mkk2p, and Ste7p; SPH1 has a paralog, SPA2, that arose from the whole genome duplication"
"YGL237C","chr2_614024","chr7_52731",0.599210640646971,1986,"YBR196C-A","YGL237C","S000003206","852614","HAP2","YGL237C","Subunit of the Hap2p/3p/4p/5p CCAAT-binding complex; complex is heme-activated and glucose-repressed; complex is a transcriptional activator and global regulator of respiratory gene expression; contains sequences sufficient for both complex assembly and DNA binding; respiratory defect of the null mutant is functionally complemented by human NFYA"
"YMR160W","chr2_614024","chr13_575066",0.599184970212461,1986,"YBR196C-A","YMR160W","S000004770","855195",NA,"YMR160W","Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; mutant has enhanced sensitivity to overexpression of mutant huntingtin; YMR160W is not an essential gene; relative distribution within the vacuolar membrane changes upon DNA replication stress"
"YHR105W","chr2_614024","chr8_324766",0.599096529280926,1967,"YBR196C-A","YHR105W","S000001147","856505","YPT35","YHR105W","Endosomal protein of unknown function; contains a phox (PX) homology domain; binds to both phosphatidylinositol-3-phosphate (PtdIns(3)P) and proteins involved in ER-Golgi or vesicular transport"
"YDR397C","chr2_614024","chr4_1266366",0.599095951616684,1986,"YBR196C-A","YDR397C","S000002805","852006","NCB2","YDR397C","Subunit of a heterodimeric NC2 transcription regulator complex; complex binds to TBP and can repress transcription by preventing preinitiation complex assembly or stimulate activated transcription; homologous to human NC2beta; complex also includes Bur6p"
"YOL017W","chr2_614024","chr15_292529",0.59906842579675,1985,"YBR196C-A","YOL017W","S000005377","854143","ESC8","YOL017W","Protein involved in telomeric and mating-type locus silencing; interacts with Sir2p and also interacts with Gal11p, which is a component of the RNA pol II mediator complex; ESC8 has a paralog, IOC3, that arose from the whole genome duplication"
"YBR031W","chr2_300166","chr2_614024",0.59905682533839,1986,"YBR031W","YBR196C-A","S000000235","852319","RPL4A","YBR031W","Ribosomal 60S subunit protein L4A; N-terminally acetylated; homologous to mammalian ribosomal protein L4 and bacterial L4; RPL4A has a paralog, RPL4B, that arose from the whole genome duplication"
"YBR181C","chr2_591712","chr2_614024",0.599025807245607,1986,"YBR181C","YBR196C-A","S000000385","852479","RPS6B","YPL090C","Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S6, no bacterial homolog; phosphorylated on S233 by Ypk3p in a TORC1-dependent manner, and on S232 in a TORC1/2-dependent manner by Ypk1/2/3p; RPS6B has a paralog, RPS6A, that arose from the whole genome duplication"
"YBR181C","chr2_591712","chr2_614024",0.599025807245607,1986,"YBR181C","YBR196C-A","S000000385","852479","RPS6B","YBR181C","Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S6, no bacterial homolog; phosphorylated on S233 by Ypk3p in a TORC1-dependent manner, and on S232 in a TORC1/2-dependent manner by Ypk1/2/3p; RPS6B has a paralog, RPS6A, that arose from the whole genome duplication"
"YGR250C","chr2_614024","chr7_991176",0.598992581207367,1986,"YBR196C-A","YGR250C","S000003482","853165","RIE1","YGR250C","Putative RNA binding protein; localizes to stress granules induced by glucose deprivation; interacts with Rbg1p in a two-hybrid assay; protein abundance increases in response to DNA replication stress"
"YBL064C","chr2_100371","chr2_614024",0.598919136066552,1986,"YBL064C","YBR196C-A","S000000160","852215","PRX1","YBL064C","Mitochondrial peroxiredoxin with thioredoxin peroxidase activity; has a role in reduction of hydroperoxides; reactivation requires Trr2p and glutathione; induced during respiratory growth and oxidative stress; phosphorylated; protein abundance increases in response to DNA replication stress"
"YMR192W","chr2_614024","chr13_647118",0.598880356160257,1986,"YBR196C-A","YMR192W","S000004804","855230","GYL1","YMR192W","Putative GTPase activating protein (GAP) with a role in exocytosis; stimulates Gyp5p GAP activity on Ypt1p, colocalizes with Gyp5p at sites of polarized growth; interacts with Gyp5p, Rvs161p, and Rvs167p; involved in recruiting Rvs167p to the bud tip during polarized growth; increases in abundance and relocalizes from bud neck to cytoplasm upon DNA replication stress; GYL1 has a paralog, GYP5, that arose from the whole genome duplication"
"YML110C","chr2_614024","chr13_50031",0.598826832064514,1986,"YBR196C-A","YML110C","S000004578","854930","COQ5","YML110C","2-hexaprenyl-6-methoxy-1,4-benzoquinone methyltransferase; involved in ubiquinone (Coenzyme Q) biosynthesis; localizes to the matrix face of the mitochondrial inner membrane in a large complex with other ubiquinone biosynthetic enzymes; respiratory defect of the null mutant is partially complemented by human COQ5"
"YHR147C","chr2_614024","chr8_392639",0.598744646003884,1986,"YBR196C-A","YHR147C","S000001190","856552","MRPL6","YHR147C","Mitochondrial ribosomal protein of the large subunit"
"YAL005C","chr1_139503","chr2_614024",0.598743378274325,1986,"YAL005C","YBR196C-A","S000000004","851259","SSA1","YAL005C","ATPase involved in protein folding and NLS-directed nuclear transport; member of HSP70 family; required for ubiquitin-dependent degradation of short-lived proteins; forms chaperone complex with Ydj1p; localized to nucleus, cytoplasm, cell wall; 98% identical to paralog Ssa2p with different functional specificity in propagation of yeast [URE3] prions, vacuolar-mediated degradations of gluconeogenesis enzymes; general targeting factor of Hsp104p to prion fibrils"
"YLR411W","chr2_614024","chr12_947253",0.59870410948132,1946,"YBR196C-A","YLR411W","S000004403","851129","CTR3","YLR411W","High-affinity copper transporter of the plasma membrane; acts as a trimer; gene is disrupted by a Ty2 transposon insertion in many laboratory strains of S. cerevisiae"
"YKR036C","chr2_614024","chr11_508702",0.598689817200131,1986,"YBR196C-A","YKR036C","S000001744","853908","CAF4","YKR036C","WD40 repeat-containing protein associated with the CCR4-NOT complex; interacts in a Ccr4p-dependent manner with Ssn2p; also interacts with Fis1p, Mdv1p and Dnm1p and plays a role in mitochondrial fission; CAF4 has a paralog, MDV1, that arose from the whole genome duplication"
"YDR042C","chr2_614024","chr4_540601",0.598661321215519,1942,"YBR196C-A","YDR042C","S000002449","851612",NA,"YDR042C","Putative protein of unknown function; expression is increased in ssu72-ts69 mutant"
"YAL041W","chr1_62840","chr2_614024",0.598620619439561,1986,"YAL041W","YBR196C-A","S000000039","851190","CDC24","YAL041W","Guanine nucleotide exchange factor (GEF) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing; relocalizes from nucleus to cytoplasm upon DNA replication stress; thermosensitivity of the cdc24-4 mutant in the presence of sorbitol is functionally complemented by human CDC42"
"YKL092C","chr2_614024","chr11_266145",0.598585883946079,1986,"YBR196C-A","YKL092C","S000001575","853770","BUD2","YKL092C","GTPase activating factor for Rsr1p/Bud1p; plays a role in spindle position checkpoint distinct from its role in bud site selection; required for both axial and bipolar budding patterns; mutants exhibit random budding in all cell types; contains two PH-like domains"
"YLR319C","chr2_614024","chr12_769318",0.598573325685375,1986,"YBR196C-A","YLR319C","S000004311","851029","BUD6","YLR319C","Actin- and formin-interacting protein; participates in actin cable assembly and organization as a nucleation-promoting factor (NPF) for formins Bni1p and Bnr1p; a triple helical coiled-coil domain in the C-terminal region interacts with Bni1p; involved in polarized cell growth; isolated as bipolar budding mutant; potential Cdc28p substrate"
"YDR432W","chr2_614024","chr4_1328783",0.598566010057003,1986,"YBR196C-A","YDR432W","S000002840","852042","NPL3","YDR432W","RNA-binding protein; promotes elongation, regulates termination, and carries poly(A) mRNA from nucleus to cytoplasm; represses translation initiation by binding eIF4G; required for pre-mRNA splicing; interacts with E3 ubiquitin ligase Bre1p, linking histone ubiquitination to mRNA processing; may have role in telomere maintenance; dissociation from mRNAs promoted by Mtr10p; phosphorylated by Sky1p in cytoplasm; protein abundance increases in response to DNA replication stress"
"YHR080C","chr2_614024","chr8_262801",0.598534705976734,1986,"YBR196C-A","YHR080C","S000001122","856480","LAM4","YHR080C","Sterol-binding protein that localizes to puncta in the cortical ER; sterol binding occurs via two StART-like domains; one of six StART-like domain-containing proteins in yeast that may be involved in intracellular sterol transfer between membranes; conserved across eukaryotes; has both GRAM and StART-like (VASt) domains; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"YKR091W","chr2_614024","chr11_611525",0.598482193594324,1981,"YBR196C-A","YKR091W","S000001799","853966","SRL3","YKR091W","GTB motif (G1/S transcription factor binding) containing protein; binds SBF-regulated promoters in hydroxyurea-treated cells; when overexpressed, suppresses the lethality of a rad53 null mutation; potential Cdc28p substrate; SRL3 has a paralog, WHI5, that arose from the whole genome duplication"
"YDR257C","chr2_614024","chr4_969990",0.598480514014421,1986,"YBR196C-A","YDR257C","S000002665","851844","RKM4","YDR257C","Ribosomal lysine methyltransferase; specific for monomethylation of Rpl42ap and Rpl42bp (lysine 55); nuclear SET-domain containing protein"
"YPR006C","chr2_614024","chr16_567269",0.598464860112226,1926,"YBR196C-A","YPR006C","S000006210","856114","ICL2","YPR006C","2-methylisocitrate lyase of the mitochondrial matrix; functions in the methylcitrate cycle to catalyze the conversion of 2-methylisocitrate to succinate and pyruvate; ICL2 transcription is repressed by glucose and induced by ethanol"
"YBR297W","chr2_614024","chr2_800523",0.59845530802575,1974,"YBR196C-A","YBR297W","S000000501","852600","MAL33","YBR297W","MAL-activator protein; part of complex locus MAL3; nonfunctional in genomic reference strain S288C"
"YHR047C","chr2_614024","chr8_198740",0.598455262061195,1986,"YBR196C-A","YHR047C","S000001089","856443","AAP1","YHR047C","Arginine/alanine amino peptidase; overproduction stimulates glycogen accumulation; AAP1 has a paralog, APE2, that arose from the whole genome duplication"
"YNL311C","chr2_614024","chr14_49397",0.598440962005424,1986,"YBR196C-A","YNL311C","S000005255","855405","SKP2","YNL311C","F-box protein of unknown function; predicted to be part of an SCF ubiquitin protease complex; involved in regulating protein levels of sulfur metabolism enzymes; may interact with ribosomes, based on co-purification experiments"
"YIL012W","chr2_614024","chr9_333011",0.598414564623316,1401,"YBR196C-A","YIL012W","S000001274","854803",NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"YJR148W","chr2_614024","chr10_705744",0.598401728453857,1986,"YBR196C-A","YJR148W","S000003909","853613","BAT2","YJR148W","Cytosolic branched-chain amino acid (BCAA) aminotransferase; preferentially involved in BCAA catabolism; homolog of murine ECA39; highly expressed during stationary phase and repressed during logarithmic phase; BAT2 has a paralog, BAT1, that arose from the whole genome duplication"
