"","orf_name","row","column","cor","num_obs","gene1","gene2","SGD","ENTREZID","GENENAME","ENSEMBL","DESCRIPTION"
"3433","YNL230C","chr4_94133","chr14_217523",0.538394562003462,2237,NA,"YNL230C","S000005174","855491","ELA1","YNL230C","Elongin A; F-box protein that forms a heterodimer with Elc1p and is required for ubiquitin-dependent degradation of the RNA Polymerase II subunit Rpo21p; subunit of the Elongin-Cullin-Socs (ECS) ligase complex"
"3434","YNL030W","chr4_94133","chr14_576727",0.538385521861677,2227,NA,"YNL030W","S000004975","855701","HHF2","YBR009C","Histone H4; core histone protein required for chromatin assembly and chromosome function; one of two identical histone proteins (see also HHF1); contributes to telomeric silencing; N-terminal domain involved in maintaining genomic integrity"
"3435","YNL030W","chr4_94133","chr14_576727",0.538385521861677,2227,NA,"YNL030W","S000004975","855701","HHF2","YNL030W","Histone H4; core histone protein required for chromatin assembly and chromosome function; one of two identical histone proteins (see also HHF1); contributes to telomeric silencing; N-terminal domain involved in maintaining genomic integrity"
"3436","YLR359W","chr4_94133","chr12_844282",0.538377880286151,2238,NA,"YLR359W","S000004351","851073","ADE13","YLR359W","Adenylosuccinate lyase; catalyzes two steps in the 'de novo' purine nucleotide biosynthetic pathway; expression is repressed by adenine and activated by Bas1p and Pho2p; mutations in human ortholog ADSL cause adenylosuccinase deficiency; human ADSL can complement yeast ADE13 null mutant"
"3437","YFL017W-A","chr4_94133","chr6_103699",0.538335052005839,2232,NA,"YFL017W-A","S000002965","850528","SMX2","YFL017W-A","Core Sm protein Sm G; part of heteroheptameric complex (with Smb1p, Smd1p, Smd2p, Smd3p, Sme1p, and Smx3p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm G"
"3438","YNR074C","chr4_94133","chr14_777602",0.538325067942172,1643,NA,"YNR074C","S000005357","855811","AIF1","YNR074C","Mitochondrial cell death effector; translocates to the nucleus in response to apoptotic stimuli, homolog of mammalian Apoptosis-Inducing Factor, putative reductase"
"3439","YNL252C","chr4_94133","chr14_171441",0.538310960002676,2238,NA,"YNL252C","S000005196","855469","MRPL17","YNL252C","Mitochondrial ribosomal protein of the large subunit"
"3440","YDR434W","chr4_94133","chr4_1331237",0.538212442368649,2238,NA,"YDR434W","S000002842","852044","GPI17","YDR434W","Transmembrane protein; subunit of the glycosylphosphatidylinositol transamidase complex that adds GPIs to newly synthesized proteins; human PIG-S homolog"
"3441","YMR255W","chr4_94133","chr13_778001",0.538160746001169,2238,NA,"YMR255W","S000004868","855297","GFD1","YMR255W","Coiled-coiled protein of unknown function; identified as a high-copy suppressor of a dbp5 mutation; protein abundance increases in response to DNA replication stress"
"3442","YBR132C","chr4_94133","chr2_499652",0.538108697753664,2238,NA,"YBR132C","S000000336","852429","AGP2","YBR132C","Plasma membrane regulator of polyamine and carnitine transport; has similarity to transporters but lacks transport activity; may act as a sensor that transduces environmental signals; has a positive or negative regulatory effect on transcription of many transporter genes"
"3443","YNL188W","chr4_94133","chr14_286308",0.538085616053454,2236,NA,"YNL188W","S000005132","855533","KAR1","YNL188W","Protein involved in karyogamy and spindle pole body duplication; involved in karyogamy during mating; involved in spindle pole body duplication during mitosis; localizes to the half-bridge of the spindle pole body; interacts with Spc72p during karyogamy; also interacts with Cdc31p; essential gene"
"3444","YGR251W","chr4_94133","chr7_995639",0.538043318304267,2238,NA,"YGR251W","S000003483","853166","NOP19","YGR251W","Ribosome biogenesis factor; nucleolar protein associated with pre-rRNA components of the 90S preribosome, required for cleavage of pre-rRNA at A0, A1 and A2 sites; interacts with RNA helicase Dhr2p and RNA helicase-like protein Utp25p; required for incorporation of Utp25p into preribosomes"
"3445","YBR129C","chr4_94133","chr2_494353",0.53795379812528,2238,NA,"YBR129C","S000000333","852426","OPY1","YBR129C","Protein of unknown function; overproduction blocks cell cycle arrest in the presence of mating pheromone; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
"3446","YOR378W","chr4_94133","chr15_1049511",0.537875299771734,2174,NA,"YOR378W","S000005905","854560","AMF1","YOR378W","Low affinity NH4+ transporter; member of the DHA2 family of drug:H+ anti porters; putative paralog of ATR1; but not required for boron tolerance; non-essential gene"
"3447","YGL199C","chr4_94133","chr7_123572",0.537785357789196,1596,NA,"YGL199C","S000003167",NA,NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF YIP4/YGL198W"
"3448","YNL246W","chr4_94133","chr14_185460",0.537779314490099,2238,NA,"YNL246W","S000005190","855475","VPS75","YNL246W","NAP family histone chaperone; binds to histones and Rtt109p, stimulating histone acetyltransferase activity; possesses nucleosome assembly activity in vitro; proposed role in vacuolar protein sorting and in double-strand break repair; protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia"
"3449","YJR022W","chr4_94133","chr10_469727",0.537759276627284,2062,NA,"YJR022W","S000003783","853479","LSM8","YJR022W","Lsm (Like Sm) protein; forms heteroheptameric complex (with Lsm2p, Lsm3p, Lsm4p, Lsm5p, Lsm6p, and Lsm7p) that is part of spliceosomal U6 snRNP and is also implicated in processing of pre-tRNA, pre-snoRNA, and pre-rRNA"
"3450","YDL213C","chr4_94133","chr4_77289",0.537643337645486,2238,NA,"YDL213C","S000002372","851313","NOP6","YDL213C","rRNA-binding protein required for 40S ribosomal subunit biogenesis; contains an RNA recognition motif (RRM); hydrophilin essential to overcome the stress of the desiccation-rehydration process; NOP6 may be a fungal-specific gene as no homologs have been yet identified in higher eukaryotes"
"3451","YGL195W","chr4_94133","chr7_131525",0.537635657334513,2238,NA,"YGL195W","S000003163","852680","GCN1","YGL195W","Positive regulator of the Gcn2p kinase activity; forms a complex with Gcn20p; proposed to stimulate Gcn2p activation by an uncharged tRNA"
"3452","YDL199C","chr4_94133","chr4_101290",0.537605519821581,2238,NA,"YDL199C","S000002358","851328",NA,"YDL199C","Putative transporter; member of the sugar porter family"
"3453","YER150W","chr4_94133","chr5_468370",0.537518526392309,2238,NA,"YER150W","S000000952","856893","SPI1","YER150W","GPI-anchored cell wall protein involved in weak acid resistance; basal expression requires Msn2p/Msn4p; expression is induced under conditions of stress and during the diauxic shift; SPI1 has a paralog, SED1, that arose from the whole genome duplication"
"3454","YLR112W","chr4_94133","chr12_370791",0.537393914604058,2198,NA,"YLR112W","S000004102","850802",NA,NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
"3455","YLR447C","chr4_94133","chr12_1026856",0.537320971398095,2238,NA,"YLR447C","S000004439","851168","VMA6","YLR447C","Subunit d of the V0 integral membrane domain of V-ATPase; part of the electrogenic proton pump found in the endomembrane system; required for V1 domain assembly on the vacuolar membrane; the V0 integral membrane domain of vacuolar H+-ATPase (V-ATPase) has five subunits"
"3456","YJL187C","chr4_94133","chr10_76803",0.537163627473065,2238,NA,"YJL187C","S000003723","853252","SWE1","YJL187C","Protein kinase that regulates the G2/M transition; negative regulator of the Cdc28p kinase; morphogenesis checkpoint kinase; positive regulator of sphingolipid biosynthesis via Orm2p; phosphorylates a tyrosine residue in the N-terminus of Hsp90 in a cell-cycle associated manner, thus modulating the ability of Hsp90 to chaperone a selected clientele; localizes to the nucleus and to the daughter side of the mother-bud neck; homolog of S. pombe Wee1p; potential Cdc28p substrate"
"3457","YIL031W","chr4_94133","chr9_292633",0.537130731906262,2238,NA,"YIL031W","S000001293","854780","ULP2","YIL031W","Peptidase that deconjugates Smt3/SUMO-1 peptides from proteins; plays a role in chromosome cohesion at centromeric regions and recovery from checkpoint arrest induced by DNA damage or DNA replication defects; potential Cdc28p substrate; human homolog PML implicated in promyelocytic leukemia can partially complement yeast null mutant"
"3458","YBR097W","chr4_94133","chr2_436951",0.53697038243039,2238,NA,"YBR097W","S000000301","852394","VPS15","YBR097W","Serine/threonine protein kinase involved in vacuolar protein sorting; functions as a membrane-associated complex with Vps34p; active form recruits Vps34p to the Golgi membrane; interacts with the GDP-bound form of Gpa1p; myristoylated; a fraction is localized, with Vps34p, to nuclear pores at nucleus-vacuole junctions and may facilitate transcription elongation for genes positioned at the nuclear periphery"
"3459","YNL225C","chr4_94133","chr14_222724",0.536931317752613,2238,NA,"YNL225C","S000005169","855496","CNM67","YNL225C","Component of the spindle pole body outer plaque; required for spindle orientation and mitotic nuclear migration; CNM67 has a paralog, ADY3, that arose from the whole genome duplication"
"3460","YMR272C","chr4_94133","chr13_809623",0.536905510901462,2238,NA,"YMR272C","S000004885","855315","SCS7","YMR272C","Sphingolipid alpha-hydroxylase; functions in the alpha-hydroxylation of sphingolipid-associated very long chain fatty acids, has both cytochrome b5-like and hydroxylase/desaturase domains, not essential for growth"
"3461","YKL135C","chr4_94133","chr11_186460",0.536839956697912,2238,NA,"YKL135C","S000001618","853723","APL2","YKL135C","Beta-adaptin subunit of the clathrin-associated protein (AP-1) complex; binds clathrin; involved in clathrin-dependent Golgi protein sorting; protein abundance increases in response to DNA replication stress"
"3462","YDR453C","chr4_94133","chr4_1365072",0.536821799808871,2237,NA,"YDR453C","S000002861","852064","TSA2","YDR453C","Stress inducible cytoplasmic thioredoxin peroxidase; cooperates with Tsa1p in the removal of reactive oxygen, nitrogen and sulfur species using thioredoxin as hydrogen donor; deletion enhances the mutator phenotype of tsa1 mutants; protein abundance increases in response to DNA replication stress; TSA2 has a paralog, TSA1, that arose from the whole genome duplication"
"3463","YBR235W","chr4_94133","chr2_686901",0.536788102285906,2238,NA,"YBR235W","S000000439","852537","VHC1","YBR235W","Vacuolar membrane cation-chloride cotransporter (CCC); likely mediates K+ and Cl- cotransport into the vacuole; has a role in potassium homeostasis and salt tolerance; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); similar to mammalian electroneutral Na(+)-(K+)-C1- cotransporter family"
"3464","YJL142C","chr4_94133","chr10_147819",0.536671646540482,2072,NA,"YJL142C","S000003678","853299","IRC9",NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene YJL141C; null mutant displays increased levels of spontaneous Rad52p foci"
"3465","YBR133C","chr4_94133","chr2_501804",0.536663894699283,2238,NA,"YBR133C","S000000337","852431","HSL7","YBR133C","Protein arginine N-methyltransferase; exhibits septin and Hsl1p-dependent localization to the bud neck in budded cells and periodic Hsl1p-dependent phosphorylation; required with Hsl1p, and Elm1p for the mother-bud neck recruitment, phosphorylation, and degradation of Swe1p; interacts directly with Swe1p; relocalizes away from bud neck upon DNA replication stress; human homolog PRMT5 can complement yeast hsl7 mutant"
"3466","YNL014W","chr4_94133","chr14_606319",0.536595062181475,2238,NA,"YNL014W","S000004959","855718","HEF3","YNL014W","Translational elongation factor EF-3; member of the ABC superfamily; stimulates EF-1 alpha-dependent binding of aminoacyl-tRNA by the ribosome; normally expressed in zinc deficient cells; HEF3 has a paralog, YEF3, that arose from the whole genome duplication"
"3467","YNR017W","chr4_94133","chr14_662913",0.536560575437745,2238,NA,"YNR017W","S000005300","855751","TIM23","YNR017W","Essential component of the TIM23 complex; involved in protein import into mitochondrial matrix and inner membrane; with Tim17p, contributes to architecture and function of the import channel; TIM23 complex is short for the translocase of the inner mitochondrial membrane"
"3468","YIL170W","chr4_94133","chr9_19847",0.536545456047096,1260,NA,"YIL170W","S000001432","854636","HXT12",NA,"Possible pseudogene in strain S288C; YIL170W/HXT12 and the adjacent ORF, YIL171W, together encode a non-functional member of the hexose transporter family"
"3469","YKL221W","chr4_94133","chr11_6107",0.536527467280247,2091,NA,"YKL221W","S000001704","853659","MCH2","YKL221W","Protein with similarity to mammalian monocarboxylate permeases; monocarboxylate permeases are involved in transport of monocarboxylic acids across the plasma membrane but mutant is not deficient in monocarboxylate transport"
"3470","YDR124W","chr4_94133","chr4_700315",0.53652313226054,2236,NA,"YDR124W","S000002531","851702",NA,"YDR124W","Putative protein of unknown function; non-essential gene; expression is strongly induced by alpha factor"
"3471","YKL132C","chr4_94133","chr11_193574",0.536318546884558,2232,NA,"YKL132C","S000001615","853727","RMA1","YKL132C","Putative dihydrofolate synthetase; similar to E. coli folylpolyglutamate synthetase/dihydrofolate synthetase; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; RMA1 has a paralog, FOL3, that arose from the whole genome duplication"
"3472","YPR133W-A","chr4_94133","chr16_797557",0.536273873248529,2220,NA,"YPR133W-A","S000006433","856252","TOM5","YPR133W-A","Component of the TOM (translocase of outer membrane) complex; responsible for recognition and initial import of all mitochondrially directed proteins; involved in transfer of precursors from the Tom70p and Tom20p receptors to the Tom40p pore"
"3473","YPR172W","chr4_94133","chr16_885796",0.536214076064923,2238,NA,"YPR172W","S000006376","856302",NA,"YPR172W","Protein of unknown function; predicted to encode a pyridoxal 5'-phosphate synthase based on sequence similarity but purified protein does not possess this activity, nor does it bind flavin mononucleotide (FMN); transcriptionally activated by Yrm1p along with genes involved in multidrug resistance; YPR172W has a paralog, YLR456W, that arose from the whole genome duplication"
"3474","YOR394C-A","chr4_94133","chr15_1084202",0.536146696154602,692,NA,"YOR394C-A","S000028718","1466490",NA,"YOR394C-A","Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching"
"3475","YGR096W","chr4_94133","chr7_676621",0.53610564057701,2236,NA,"YGR096W","S000003328","852988","TPC1","YGR096W","Mitochondrial membrane transporter; mediates uptake of the essential cofactor thiamine pyrophosphate (ThPP) into mitochondria; expression appears to be regulated by carbon source; member of the mitochondrial carrier family"
"3476","YAL063C","chr4_94133","chr1_24000",0.536001990464942,2185,NA,"YAL063C","S000000059","851236","FLO9","YAL063C","Lectin-like protein with similarity to Flo1p; thought to be expressed and involved in flocculation"
"3477","YML118W","chr4_94133","chr13_32334",0.535977938385744,2234,NA,"YML118W","S000004587","854921","NGL3","YML118W","3'-5' exonuclease specific for poly-A RNAs; has a domain similar to a magnesium-dependent endonuclease motif in mRNA deadenylase Ccr4p; similar to Ngl1p; NGL3 has a paralog, NGL2, that arose from the whole genome duplication"
"3478","YOR190W","chr4_94133","chr15_690695",0.53596169978517,2177,NA,"YOR190W","S000005716","854362","SPR1","YOR190W","Sporulation-specific exo-1,3-beta-glucanase; contributes to ascospore thermoresistance; SPR1 has a paralog, EXG1, that arose from the whole genome duplication"
"3479","YDL107W","chr4_94133","chr4_268921",0.535902095666414,2237,NA,"YDL107W","S000002265","851451","MSS2","YDL107W","Peripherally bound inner membrane protein of the mitochondrial matrix; involved in membrane insertion of C-terminus of Cox2p, interacts genetically and physically with Cox18p"
"3480","YBR242W","chr4_94133","chr2_704670",0.535856514527443,2238,NA,"YBR242W","S000000446","852544",NA,"YBR242W","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YBR242W is not an essential gene; YBR242W has a paralog, YGL101W, that arose from the whole genome duplication"
"3481","YDR098C-A","chr4_94133","chr4_649804",0.535763486033062,1973,NA,"YDR098C-A","S000007390","851675",NA,NA,"Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag"
"3482","YDL169C","chr4_94133","chr4_158064",0.535733372230342,2227,NA,"YDL169C","S000002328","851385","UGX2","YDL169C","Protein of unknown function; transcript accumulates in response to any combination of stress conditions"
"3483","YBR288C","chr4_94133","chr2_778012",0.535698126924198,2238,NA,"YBR288C","S000000492","852591","APM3","YBR288C","Mu3-like subunit of the clathrin associated protein complex (AP-3); functions in transport of alkaline phosphatase to the vacuole via the alternate pathway"
"3484","YGL142C","chr4_94133","chr7_236269",0.535564484552752,2238,NA,"YGL142C","S000003110","852735","GPI10","YGL142C","Integral membrane protein involved in GPI anchor synthesis; putative alpha 1,2 mannosyltransferase required for addition of the third mannose onto the glycosylphosphatidylinositol (GPI) core structure; human PIG-Bp is a functional homolog"
"3485","YOL065C","chr4_94133","chr15_204731",0.535561620009105,2238,NA,"YOL065C","S000005426","854089","INP54","YOL065C","Phosphatidylinositol 4,5-bisphosphate 5-phosphatase; role in secretion; localizes to the endoplasmic reticulum via the C-terminal tail; lacks the Sac1 domain and proline-rich region found in the other 3 INP proteins"
"3486","YMR100W","chr4_94133","chr13_466300",0.535525954664776,2238,NA,"YMR100W","S000004706","855126","MUB1","YMR100W","MYND domain-containing protein; component of the Mub1p-Ubr2p-Rad6p ubiquitin ligase complex, required for ubiquitination and degradation of Rpn4p; interacts with Ubr2p (E3) and indirectly with Rad6p (E2); short-lived protein degraded in a Ubr2p/Rad6p dependent manner; proposed to function as both a partner and substrate of the Ubr2p/Rad6p ubiquitin ligase; similar to the A. nidulans samB gene"
"3487","YEL008W","chr4_94133","chr5_140512",0.535492084120788,1073,NA,"YEL008W","S000000734","856710",NA,NA,"Putative protein of unknown function; conserved among S. cerevisiae strains; YEL008W is not an essential gene; predicted to be involved in metabolism"
"3488","YMR320W","chr4_94133","chr13_916746",0.53546291533767,2116,NA,"YMR320W","S000004939","855370",NA,NA,"Putative protein of unknown function; conserved among S. cerevisiae strains; YMR320W is not an essential gene"
"3489","YKL091C","chr4_94133","chr11_269718",0.535461043101709,2238,NA,"YKL091C","S000001574","853771",NA,"YKL091C","Putative phosphatidylinositol/phosphatidylcholine transfer protein; possibly involved in lipid metabolism; localizes to the nucleus; contains a CRAL/TRIO domain and binds several lipids in a large-scale study; YKL091C has a paralog, SEC14, that arose from the whole genome duplication"
"3490","YOR013W","chr4_94133","chr15_356751",0.535431490219924,2157,NA,"YOR013W","S000005539",NA,"IRC11",NA,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized gene YOR012C; null mutant displays increased levels of spontaneous Rad52 foci"
"3491","YNL131W","chr4_94133","chr14_378767",0.535301526834234,2238,NA,"YNL131W","S000005075","855592","TOM22","YNL131W","Component of the TOM (Translocase of Outer Membrane) complex; responsible for initial import of mitochondrially directed proteins; mediates interaction between TOM and TIM complexes and acts as a receptor for precursor proteins"
"3492","YKL183W","chr4_94133","chr11_98721",0.535195201997053,2238,NA,"YKL183W","S000001666","853652","LOT5","YKL183W","Protein of unknown function; gene expression increases in cultures shifted to a lower temperature; protein abundance increases in response to DNA replication stress"
"3493","YFR036W","chr4_94133","chr6_226963",0.535155785440867,2230,NA,"YFR036W","S000001932","850597","CDC26","YFR036W","Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition; relocalizes to the cytosol in response to hypoxia"
"3494","YJR075W","chr4_94133","chr10_573981",0.535130281417689,2238,NA,"YJR075W","S000003836","853538","HOC1","YJR075W","Alpha-1,6-mannosyltransferase; involved in cell wall mannan biosynthesis; subunit of a Golgi-localized complex that also contains Anp1p, Mnn9p, Mnn11p, and Mnn10p; identified as a suppressor of a cell lysis sensitive pkc1-371 allele"
"3495","YLR382C","chr4_94133","chr12_882067",0.535067355360364,2238,NA,"YLR382C","S000004374","851098","NAM2","YLR382C","Mitochondrial leucyl-tRNA synthetase; also has direct role in splicing of several mitochondrial group I introns; indirectly required for mitochondrial genome maintenance; human homolog LARS2 can complement yeast null mutant, and is implicated in Perrault syndrome"
"3496","YBR104W","chr4_94133","chr2_449667",0.535066328331351,2238,NA,"YBR104W","S000000308","852401","YMC2","YBR104W","Putative mitochondrial inner membrane transporter; proposed role in oleate metabolism and glutamate biosynthesis; member of the mitochondrial carrier (MCF) family; YMC2 has a paralog, YMC1, that arose from the whole genome duplication"
"3497","YER012W","chr4_94133","chr5_177835",0.535043184306651,2238,NA,"YER012W","S000000814","856731","PRE1","YER012W","Beta 4 subunit of the 20S proteasome; localizes to the nucleus throughout the cell cycle"
"3498","YKL181W","chr4_94133","chr11_107316",0.535043181395162,2238,NA,"YKL181W","S000001664","853654","PRS1","YKL181W","5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase; synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; plays a key role in cell wall integrity (CWI) pathway; one of five related enzymes, which are active as heteromultimeric complexes; missense mutations in human homolog PRPS1 are associated with neuropathic Arts syndrome and Charcot-Marie Tooth (CMTX5) disease"
"3499","YER069W","chr4_94133","chr5_295410",0.534927388829657,2238,NA,"YER069W","S000000871","856800","ARG5,6","YER069W","Acetylglutamate kinase and N-acetyl-gamma-glutamyl-phosphate reductase; N-acetyl-L-glutamate kinase (NAGK) catalyzes the 2nd and N-acetyl-gamma-glutamyl-phosphate reductase (NAGSA), the 3rd step in arginine biosynthesis; synthesized as a precursor which is processed in the mitochondrion to yield mature NAGK and NAGSA; enzymes form a metabolon complex with Arg2p; NAGK C-terminal domain stabilizes the enzymes, slows catalysis and is involved in feed-back inhibition by arginine"
"3500","YFR010W","chr4_94133","chr6_165067",0.534884180495608,2238,NA,"YFR010W","S000001906","850562","UBP6","YFR010W","Ubiquitin-specific protease; situated in the base subcomplex of the 26S proteasome, releases free ubiquitin from branched polyubiquitin chains en bloc, rather than from the distal tip of the chain; negatively regulates degradation of ubiquitinated proteins by the proteasome; works in opposition to Hul5p polyubiquitin elongation activity; mutant has aneuploidy tolerance; human homolog UBP14 complements yeast null mutant"
"3501","YJL091C","chr4_94133","chr10_261080",0.53484669438968,2237,NA,"YJL091C","S000003627","853354","GWT1","YJL091C","Protein involved in the inositol acylation of GlcN-PI; the inositol acylation of glucosaminyl phosphatidylinositol (GlcN-PI) forms glucosaminyl(acyl)phosphatidylinositol (GlcN(acyl)PI), an intermediate in the biosynthesis of glycosylphosphatidylinositol (GPI) anchors"
"3502","YAR018C","chr4_94133","chr1_170396",0.534837558021162,2238,NA,"YAR018C","S000000071","851273","KIN3","YAR018C","Nonessential serine/threonine protein kinase; possible role in DNA damage response; influences tolerance to high levels of ethanol"
"3503","YDL108W","chr4_94133","chr4_267698",0.534813188520271,2238,NA,"YDL108W","S000002266","851450","KIN28","YDL108W","Serine/threonine protein kinase, subunit of transcription factor TFIIH; involved in transcription initiation at RNA polymerase II promoters; phosphorylates Ser5 residue of the PolII C-terminal domain (CTD) at gene promoters; relocalizes to the cytosol in response to hypoxia"
"3504","YGR263C","chr4_94133","chr7_1017967",0.534799018986352,2238,NA,"YGR263C","S000003495","853179","SAY1","YGR263C","Sterol deacetylase; component of the sterol acetylation/deacetylation cycle along with Atf2p; active both in the endoplasmic reticulum (ER) and in lipid droplets; integral membrane protein with active site in the ER lumen; green fluorescent protein (GFP)-fusion protein localizes to the ER"
"3505","YLR118C","chr4_94133","chr12_384725",0.534687065397198,2238,NA,"YLR118C","S000004108","850809",NA,"YLR118C","Acyl-protein thioesterase responsible for depalmitoylation of Gpa1p; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and nucleus and is induced in response to the DNA-damaging agent MMS"
"3506","YLR283W","chr4_94133","chr12_705186",0.53466376699305,2238,NA,"YLR283W","S000004273","850988",NA,"YLR283W","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YLR283W is not an essential gene"
"3507","YLR254C","chr4_94133","chr12_644404",0.53466059644122,2238,NA,"YLR254C","S000004244","850956","NDL1","YLR254C","Homolog of nuclear distribution factor NudE; NUDEL; interacts with Pac1p and regulates dynein targeting to microtubule plus ends"
"3508","YOR222W","chr4_94133","chr15_758330",0.534577633461615,2238,NA,"YOR222W","S000005748","854397","ODC2","YOR222W","Mitochondrial inner membrane transporter; 2-oxodicarboxylate transporter, exports 2-oxoadipate and 2-oxoglutarate from the mitochondrial matrix to the cytosol for use in lysine and glutamate biosynthesis and in lysine catabolism; ODC2 has a paralog, ODC1, that arose from the whole genome duplication"
"3509","YDL121C","chr4_94133","chr4_245133",0.534558879586429,2238,NA,"YDL121C","S000002279","851436",NA,"YDL121C","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YDL121C is not an essential protein"
"3510","YHR157W","chr4_94133","chr8_412907",0.534452958645599,2199,NA,"YHR157W","S000001200","856562","REC104","YHR157W","Protein involved in early stages of meiotic recombination; required for meiotic crossing over; forms a complex with Rec102p and Spo11p necessary during the initiation of recombination"
"3511","YDL133W","chr4_94133","chr4_222427",0.534400289915609,2238,NA,"YDL133W","S000002291","851423","SRF1","YDL133W","Regulator of phospholipase D (Spo14p); interacts with Spo14p and regulates its catalytic activity; capable of buffering the toxicity of C16:0 platelet activating factor, a lipid that accumulates intraneuronally in Alzheimer's patients"
"3512","YGR229C","chr4_94133","chr7_949382",0.534386745784029,2238,NA,"YGR229C","S000003461","853144","SMI1","YGR229C","Protein involved in the regulation of cell wall synthesis; proposed to be involved in coordinating cell cycle progression with cell wall integrity"
"3513","YHR091C","chr4_94133","chr8_284839",0.53431200466958,2238,NA,"YHR091C","S000001133","856491","MSR1","YHR091C","Mitochondrial arginyl-tRNA synthetase; mutations in human ortholog are associated with pontocerebellar hypoplasia type 6; MSR1 has a paralog, YDR341C, that arose from the whole genome duplication"
"3514","YNL197C","chr4_94133","chr14_267608",0.534246998381768,2238,NA,"YNL197C","S000005141","855524","WHI3","YNL197C","RNA binding protein that sequesters CLN3 mRNA in cytoplasmic foci; regulates genes involved in the cell cycle, sister chromatid cohesion, and stress response; acts as a cytoplasmic retention factor for Cdc28p and associated cyclins; regulates cell fate and dose-dependently regulates the critical cell size required for passage through Start; Tpk1p (PKA) mediated phosphorylation (S568) inhibits Whi3p function, decreasing its interaction with CLN3 mRNA; regulates ploidy"
"3515","YGL105W","chr4_94133","chr7_307437",0.534226553052385,2238,NA,"YGL105W","S000003073","852773","ARC1","YGL105W","Protein that binds tRNA and methionyl- and glutamyl-tRNA synthetases; involved in tRNA delivery, stimulating catalysis, and ensuring localization; also binds quadruplex nucleic acids; protein abundance increases in response to DNA replication stress; methionyl-tRNA synthetase is Mes1p; glutamyl-tRNA synthetase is Gus1p"
"3516","YNL325C","chr4_94133","chr14_28739",0.534150635873333,2238,NA,"YNL325C","S000005269","855392","FIG4","YNL325C","Phosphatidylinositol 3,5-bisphosphate (PtdIns[3,5]P) phosphatase; required for efficient mating and response to osmotic shock; physically associates with and regulated by Vac14p; contains a SAC1-like domain; homologous to human FIG4, which is associated with CMT4J, a form of Charcot-Marie-Tooth disorder"
"3517","YOR215C","chr4_94133","chr15_746725",0.534138668031431,2238,NA,"YOR215C","S000005741","854390","AIM41","YOR215C","Protein of unknown function; the authentic protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays reduced frequency of mitochondrial genome loss"
"3518","YMR285C","chr4_94133","chr13_840144",0.534031022731338,2238,NA,"YMR285C","S000004898","855329","NGL2","YMR285C","Protein involved in 5.8S rRNA processing; Ccr4p-like RNase required for correct 3'-end formation of 5.8S rRNA at site E; similar to Ngl1p; NGL2 has a paralog, NGL3, that arose from the whole genome duplication"
"3519","YKR061W","chr4_94133","chr11_557677",0.533984780828264,2238,NA,"YKR061W","S000001769","853935","KTR2","YKR061W","Mannosyltransferase involved in N-linked protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family; KTR2 has a paralog, YUR1, that arose from the whole genome duplication"
"3520","YGL160W","chr4_94133","chr7_200561",0.533968650152755,2238,NA,"YGL160W","S000003128","852716","AIM14","YGL160W","NADPH oxidase localized to the perinuclear ER; produces superoxide from NADPH; overexpression causes MCA1 dependent apoptosis; likely involved in superoxide-mediated regulation of the actin cytoskeleton; member of a conserved superfamily of NADPH oxidases (NOX enzymes); has similarity to iron/copper reductases (FRE1-8), particularly Fre8p"
"3521","YOR180C","chr4_94133","chr15_674352",0.533854681294614,2238,NA,"YOR180C","S000005706","854352","DCI1","YOR180C","Peroxisomal protein; identification as a delta(3,5)-delta(2,4)-dienoyl-CoA isomerase involved in fatty acid metabolism is disputed; DCI1 has a paralog, ECI1, that arose from the whole genome duplication"
